"","X","V1","V2","bindtext"
"1990","t_title103","影／反深澳議員語出驚人 柯文哲：蓋下去三年努力白費","2018-05-07 13:26","   台北市長柯文哲7號在台北市議會就台北市政進行專案報告，不過柯文哲沒有對深澳電廠興建表態，面對國民黨議員質問贊不贊成，僅重複說專業問題專業處理，並表示自己對實質的興建評估不清楚。但也坦承如果深澳蓋下去，過去三年在台北的空汙努力就都回來了。國民黨議員在質詢時更語出驚人，說出空汙罹癌，要死也是蔡英文、賴清德先死。台北市長柯文哲7號在台北市議會就台北市政進行專案報告。記者徐宇威／攝影分享  facebook   "
"1991","t_title104","誰選北市長民進黨今徵詢 獨派嗆：若假徵詢 割袍退黨","2018-05-07 10:54"," 民進黨選對會召集人陳明文。記者楊萬雲/攝影分享  facebook    民進黨選對會針對台北市長選戰今天開始徵詢之旅。不過民進黨始終未清楚表態是要禮讓台北市長柯文哲或是自推人選，已經引發深綠獨派團體不滿。今早台灣國辦公室動員十多人到前副總統呂秀蓮辦公室前抗議，呼籲選對會，不要假徵詢，真禮讓，揚言若最後禮讓，將發起退黨運動。 「莫要假徵詢，實則真禮讓！」台灣國辦公室動員10多人今一早到呂秀蓮辦公室，盼讓選對會了解深綠排斥柯文哲的心情。台灣國創辦人王獻極說，今天選對會對前副總統呂秀蓮等人的徵詢，是「假徵詢、真禮讓」，如果發生這樣的狀況，他會撕毀黨證、宣布退出民進黨。 王獻極高喊，「我愛民進黨，但更愛台灣價值」，他說若搞到最後是禮讓，呼籲民進黨黨員一起撕毀黨證、割袍退黨，王獻極也在現場撕毀黨證道具，宣示決心。 民進黨選對會今起開始北市長人選的徵選作業，一早先拜會呂秀蓮，下午1點再與立委姚文智在黨中央見面，之後再到前台南縣長蘇煥智的事務所。接下來，也會在周四與里長座談、周五與北市議員座談，了解基層看法。 台灣國也選在選對會來拜會呂秀蓮前，在呂辦前召開記者會，王獻極說，民進黨在主權論述上，已經退到維持現狀了，現在又想要去提名親共的柯文哲，柯始終不說清楚台灣價值，也不願收回「兩岸一家親」言論，此行此舉已經完全超出他們從接受的最低底線，若民進黨真的與柯文哲合作，他們寧願放棄民進黨，不惜反抗民進黨，也要捍衛台灣價值。"
"1992","t_title105","羅智強臉書互動數 超越了柯文哲和蔡英文","2018-05-06 12:38"," 前總統府副秘書長、台北市議員參選人羅智強表示，本周臉書官方數據的周互動數，他「暫時」超越了柯文哲和蔡英文。圖/羅智強提供分享  facebook   前總統府副秘書長、台北市議員參選人羅智強表示，本周臉書官方數據的周互動數，他「暫時」超越了柯文哲和蔡英文，成為政治人物的第一名。（羅智強 16萬5千；蔡英文15萬；柯文哲12萬2千），雖然周互動數是流動變化的，這「第一名」只是當下的小高峰，還是要繼續努力的維持。 羅智強指出，臉書有二個關鍵的數字指標，一是總量，也就是粉絲總數，一是流量，也就是周互動數。在總量方面，他目前是政治人物第六大粉絲團，僅次於蔡英文、馬英九、柯文哲、陳菊、朱立倫；在流量方面，我的周互動數大多保持在第三大，僅次於蔡英文和柯文哲，但這周「暫時」超越蔡英文和柯文哲。因為周互動數會流動，所以名次變化很快。 羅智強說，無論如何，這些年的努力與堅持，已漸漸的顯現成果。從原來被看衰的不可能，漸漸成為可能。這中間，最要感謝的是各位臉友們的支持，「我會繼續努力，為守護中華民國、守護台灣正道發聲。正道不孤，我們一起加油！」"
"1993","t_title106","比牛肉 北市何不來場三國演義","2018-05-06 01:12"," 傳綠營高層分析民調後，認為自推人選角逐台北市長，至少能避免內部分裂。柯文哲昨天受訪時似乎不願回答，還問記者「沒有別的問題可以問嗎？」記者王彥鈞／攝影分享  facebook     據了解，民進黨高層研判後認為，與其大費周章說服綠營基層支持禮讓台北市長柯文哲 ，不如自提人選，至少可避免因禮讓可能造成黨內分裂，殃及其他縣市的選票流失。不錯，理應如此，否則綠營支持者可能大量流失。 現有黨內有意參選者之中，雖然以民進黨立委姚文智聲勢最高。不過，自提人選，並不代表就是姚文智，畢竟民進黨有意角逐者不少，如蘇煥智與呂秀蓮，甚至有人推薦陳菊與賴清德等重量級人士。陳菊如果能出馬，與柯文哲有得拚。 近來柯文哲與民進黨關係，始終未見改善，柯還直言拔管事件是白癡決定，柯的民調直落，目前與國民黨北市長參選人丁守中不相上下，甚至有些民調還低於丁。民進黨選民對台北市長選舉自提人選的支持度，不斷攀升，令民進黨高層不得不重新思考。 以目前態勢看，要說服綠營選民再度禮讓柯，可能要花很大功夫，不如自提人選，對促成綠營內部團結有幫助。如此一來，國、民兩黨與「白色力量」將形成新的「三國演義」，對選民未嘗不是好事，因為大家可以仔細端詳，誰端出的「牛肉」最好。 政治，是管理眾人之事，越多人參與越好，無須誰禮讓誰，有競爭才有進步。四年前柯文哲以「白色力量」崛起，這次是考驗其施政成績的試金石，大家不妨拭目以待。 "
"1994","t_title107","大逆轉！民進黨北市不再禮讓柯文哲","2018-05-05 00:15"," 民進黨台北市長選舉自提人選已經無懸念，台北市長柯文哲將面臨腹背受敵困境。圖為柯文哲（右）昨出席台北國際觀光博覽會台北館開幕活動時品嘗霜淇淋。 記者徐兆玄／攝影分享  facebook    民進黨台北市長提名政策大逆轉。據了解，民進黨高層根據最新民調研判後認為，與其大費周章說服綠營基層支持禮讓台北市長柯文哲，不如順勢自提人選，至少可以避免因禮讓可能造成黨內分裂，殃及其他縣市的選票流失。  據了解，自提人選主要是現階段先止血，至少可止住支持者的浮躁及反彈，期望有效促成黨內團結，誰出來選是下一步的事。選對會下周陸續徵詢黨內有意參選人，現有黨內有意參選者之中，又以民進黨立委姚文智聲勢最高。不過，知情人士表示，自提人選，並不代表就是姚文智。 據了解，過去幾個月來，民進黨高層認為，不管是就北市議員選情、部分選情緊繃的縣市長，及考慮綠營支持者投票率高低，相較於自提人選，禮讓柯文哲對民進黨的衝擊比較小。  但「過去兩周是關鍵」，據指出，最近兩周來，柯文哲對於與民進黨關係，始終未見彌補的動作，在拔管事件上，還直言是白癡決定，令柯文哲的民調直直落，與國民黨北市長參選人丁守中不相上下，甚至有些民調還低於丁守中。其次，在「機蛋」大遊行後，民進黨選民對於台北市長選舉自提人選的支持度，不斷攀升，上升的幅度，有可能彌補先前認為自提人選可能有的衝擊及傷害，令民進黨高層不得不重新思考。 相關人士指出，以目前態勢，要說服選民支持禮讓，可能要花很大功夫，還不見得成功，但卻可能造成綠營分裂，降低綠營支持者的投票意願，不利於其他縣市的投票率，嚴重衝擊年底的選情。與其如此，不如自提人選，反而促成綠營內部團結，激起綠營支持者的信心，有助於對抗不禮讓柯文哲可能遭到柯粉的攻擊力道。 "
"1995","t_title108","擔心抗議失焦… 凱達格蘭餐會 柯文哲不去了","2018-05-04 00:23"," 台北市長柯文哲（圖中）昨天出席「國際護師節暨績優人員表揚大會」。 記者胡經周／攝影分享  facebook    凱達格蘭基金會今晚舉辦募款餐會，因為擔心統促黨抗議、讓活動失焦，主辦單位拜託台北市長柯文哲不要參加，柯文哲未來將再找時間與前總統陳水扁會面。 民進黨是否與柯文哲合作，正進入關鍵期，柯文哲原本想藉由出席今晚的募款餐會，向深綠人士發表重要談話，修補雙方關係，不過，確定今晚不出席後，柯文哲幕僚說，將會再找機會表達。 至於和民進黨未來合作是否樂觀，柯文哲指出，統計對群體有意義，對個體沒意義，有就是一，沒有就是零，人活在世界上，該怎麼做就怎麼做，意即做好自己該做的事就好。 對於日前與民進黨人士會面，柯文哲表示，大家只是講一下意見，尊重對方的決定，自己沒有預設立場。 台北市副市長陳景峻指出，由於聽說統促黨的人要鬧場，加上民進黨目前針對台北市長提名有爭議，凱達格蘭基金會擔心會場可能失序，對柯文哲有失禮數，因此希望「市長可不可以不要去」。 中監同意陳水扁參加感恩募款餐會。 圖／聯合報系資料照片分享  facebook    陳景峻指出，柯文哲一開始說「我規畫要去啊」，不過他勸說「我們客隨主便，對你也怕有失禮數」，最後柯文哲同意不去，未來會再找時間與陳水扁會面。陳景峻說，扁柯交情好，未來還有機會見面，不在乎這次餐會。 陳水扁兒子陳致中說，站在主辦單位立場，首重確保餐會順利進行，維護現場秩序及安全，充分尊重柯文哲的行程規畫。  凱達格蘭基金會今晚在台北舉辦感恩募款餐會，為出席這場活動，陳水扁向台中監獄申請；中監昨晚同意扁參加餐會，但是要遵守「不上台、不演講（包括不得以錄影方式等影音播放）、不談及政治、不接受媒體採訪」等四不原則，活動結束後，應立即返回高雄住居。 "
"1996","t_title109","觀察站／與柯文哲分手好難 民進黨陷兩難","2018-05-03 14:25"," 民進黨是否禮讓台北市長柯文哲，已經從集體白色憂鬱，到現在基層壓力排山倒海而來，隨著國民黨台北市長參選人出線，也讓民進黨北市局勢愈來愈難看清。民進黨在台北市推不出最強人選，找不到帶頭的母雞，只能屈就與柯文哲斡旋再斡旋。 外界知曉的兩次民進黨高層與柯文哲密會，都顯示出民進黨還是懷抱與柯文哲合作的意願，但柯文哲不受控的程度，讓民進黨陷入兩難。 第一難，是柯文哲向中間及淺藍靠攏，從卡管案罵白痴政策，到兩岸一家親議題，看似無心的話，背後充滿政治算計，敢於得罪深綠，拉攏淺藍及中間選民，看準民進黨沒有最強人選，最後還不得不回頭與他合作。 民進黨無可奈何，儘管柯言論與民進黨相去甚遠，至今還是無法跟柯文哲好聚好散。 第二難，是2020年總統大選布局，擋在蔡英文總統連任之路前面的最大石頭，看來也是柯文哲。民進黨要當搬開石頭的人，還是當放石頭的人，台北市這局關鍵，搬石頭可能砸到自己腳，2018年與柯文哲合作，把柯文哲留在台北市，也不一定卡住柯文哲，何況年底選戰再挺柯文哲，只是挹注民進黨養分，壯大柯文哲，合作事涉整體布局，民進黨怎麼做都兩難。 對民進黨最難抉擇的是，新北市有蘇貞昌出征，黨內目前沒有最強人選與柯文哲匹敵，柯文哲踩著民進黨痛處，對連任抱極大信心，儘管民進黨主戰派、主和派聲音涇渭分明，未來是要讓柯、丁對決廝殺，還是藍、綠、柯三方鼎立，民進黨向柯文哲叫價的空間不多，是否禮讓柯文哲，答案已呼之欲出。 "
"1997","t_title110","國民黨丁守中選北市長 將請益侯友宜","2018-05-03 00:18"," 國民黨台北市長黨內初選結果揭曉，由前立委丁守中（中）出線。 記者楊正海／攝影分享  facebook    國民黨台北市長黨內初選結果揭曉，確定由前立委丁守中出線。丁守中昨振臂高呼，選戰才要開始，「柯Ｐ沒有想像中強，柯只是網路、媒體比較強」。他也說，首先要鞏固藍軍陣營，再用公共政策吸引中間和淺綠選民，對比只會算計、沒有核心價值、市政一塌糊塗的台北市長柯文哲。 丁守中表示，雙北合作勢在必行，獲黨提名後，他會向新北市長參選人侯友宜請益，讓雙北更緊密合作，共創雙北更大福祉。台北<U+4E36>新北屬共同生活圈，除農牧產品批發市場，還有許多合作項目，他當選後將和新北合作，將第一、第二果菜市場、三重果菜市場及四汴頭批發市場共同考量，遷至位於台北港海埔新生地，建立首都或大台北農產批發市場。 他也說，台北市的第一果菜市場、漁市場，柯就地改建，時間長達7年，要花140億，形同穿著衣裝改西裝，顯示柯沒遠見，也耗費太大，沒法帶動萬華脫胎換骨的發展，30年後仍將是萬華發展之瘤。 丁守中說，根據最新民調，台灣大學生82%願意到海外發展，46%願意到大陸發展，比香港多一倍。其中台北市大學生比率更高，若是台北好，年輕人何必離鄉背井？柯說要跟青年人在一起，但柯是跟22k的年輕人在一起，還是跟領250萬的實習生在一起，答案很清楚。 國民黨北市黨部主委黃呂錦茹說，丁守中出線是他在初選時走遍每一區，並一一舉辦政見說明會，丁守中穩紮穩打，年底勝選機會非常大；根據初選民調，丁和柯的對比民調，丁都維持在41%至44%之間，與柯正負誤差約3個百分點 。 "
"1998","t_title111","北市長初選「大、中、小」參選　國民黨：結果允執厥中","2018-05-02 14:40"," 國民黨台北市長初選民調今出爐，由前立委丁守中以47.63%壓倒性勝出。上午民調公布現場，對手前立委孫「大」千與台北市議員鍾「小」平也同台為丁加油打氣。國民黨文傳會副主委唐德明表示，民調結果凸顯丁的出線是允執厥「中」。 「允執厥中」出自《書經．大禹謨》，指不偏不倚，無過與不及。 唐德明表示，上午記者會現場「大中小」俱全，包括孫「大」千、丁守「中」與鍾「小」平，凸顯國民黨人才濟濟，全方位參與。最後允執厥「中」，由丁守中勝出代表國民黨出戰台北市長選舉，展現團結正面對決舉棋不定民進黨與現任市長柯文哲。 domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v479"";var actCode = ""v479"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2018042601', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});"
"1999","t_title112","綠營今討論台北市長提名政策 柯文哲：先上工","2018-05-02 10:31"," 台北市長柯文哲今天出席南港里長市政座談會。記者張世杰／攝影分享  facebook   年底九合一選戰開打，國民黨台北市長提名人將在今天（2日）揭曉，同時，民進黨選對會今天將開會討論今年台北市長提名政策；台北市長柯文哲今天出席南港里長市政座談會，會前媒體追問選舉相關議題，柯文哲僅表示「今天先上工」，隨後不發一語進入會場。 民進黨是否繼續禮讓柯文哲受注目，柯文哲今天前往南港區公所，出席「市長與里長市政座談會」，該行程會前未規劃媒體聯訪；不過，表訂9點開始的座談會，柯文哲遲到約10分鐘才現身、隨即簽到，現場媒體追問選舉相關議題，柯文哲僅撇頭看一下，表示「我們今天...先上工、先上工」，之後未多作回應，快步進入會場。  domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v479"";var actCode = ""v479"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2018042601', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});"
"2000","t_title113","禮讓柯文哲？ 綠明討論 下周攤牌","2018-05-01 00:03"," 台北市長柯文哲。 圖／聯合報系資料照片分享  facebook   國民黨台北市長提名人將在明天（二日）揭曉，民進黨選對會明天將開會討論今年台北市長提名政策，當天不會做成結論。不過，知情人士甚至透露，民進黨與台北市長柯文哲「下周就要開始攤牌了」，雙方將會就今年合作與否展開對話。 對於近日傳出黨內高層傾向不禮讓，但也不提名，而是用開放參選的方式，同意黨內有意參選者參選。黨內高層表示，開放是選項之一，先前曾經討論過，但是，恐怕不是兩害相權取其輕的作法，反而是下下策。 他說，台北市長這一局，民進黨有三種選擇：禮讓柯文哲、自行提名，以及開放參選。三種方式都有利弊得失，自行提名與禮讓各有支持和反對的人。自行提名將與柯文哲及柯粉提前開戰，反而給國民黨漁翁得利，政治風險高；禮讓柯文哲的政治風險最小，北市議員參選人選情受波及層面小。再者，柯文哲目前民調已經和國民黨的丁守中處於伯仲之間，柯是個務實主義者，為了拿民進黨選票而在選舉期間不打民進黨，民進黨也可把戰力放在收回新北市，避免打柯的砲火殃及其他縣市，影響整體選情。 至於開放參選，他指出，若開放參選，支持禮讓和自行參選的人都會罵，也會被認為不負責任的作法，而這種方式也算是禮讓的一種。 多位民進黨籍里長昨出面力挺立委姚文智（中），強調民進黨應該要自提人選。 圖／姚文智辦公室提供分享  facebook    積極爭取提名的民進黨立委姚文智昨天與五十位民進黨籍及無黨籍里長，在立法院召開記者會，高喊「姚文智凍蒜」，呼籲民進黨提名自己的台北市長人選。姚文智強調，將持續深入基層跑遍台北市。 據了解，黨內高層近日徵詢黨籍台北市議員，不過，民進黨台北市議會黨團上周作成決議，「權責不在黨團，請選對會審慎評估、盡速決定」。黨內人士表示，黨中央可以理解北市議員的壓力，但仍會持續徵詢議員意見，在月底前作出決定。 姚文智昨天說，不知道所謂黨內高層「傾向禮讓」柯文哲的說法從何而來，如果是要禮讓柯，「選對會就不用討論了啊」。 姚文智說，黨內要提參選人應該要透過初選方式，只有民主程序可以勸退他，他一定會支持初選勝出的人，不然就是違背民主程序。 對於台北市里長出面力挺姚文智，柯文哲昨天則說，他當市長，要動員多少里長都有，但何必去做這種事，為何要為難人家？ "
"2001","t_title114","藍拱管中閔選北市 呂秀蓮評春秋戰國","2018-04-29 13:54"," 前副總統呂秀蓮帶著支持者登上七星山，還擔任文史導覽。圖／取自呂秀蓮臉書 丘采薇分享  facebook    教育部駁台大校長遴選案，藍營拱管中閔參選台北市長。前副總統呂秀蓮今天表示，今年台北市長選舉是春秋戰國時代，誰會當選則取決於「相對多數」，且民調失靈僅供參考。 呂秀蓮和民主進步黨台北市黨部今天上午在台北市議會共同舉行「台北ㄌㄨ少年」聯歡會，除倡導大家要有「越老，越年輕（台語）」的觀念外，也呼籲台北市政府應恢復發放重陽敬老金，以示對長者的尊重與感恩。 媒體會前聯訪詢問如何看藍營基層湧現拱管中閔參選台北市長的聲音。 呂秀蓮表示，自己很早就預見這次台北市長選舉是春秋戰國，而非一對一或三足鼎立對決，她相信會有4個以上的候選人，正好給台北市民一個理性思考空間，至於誰會當選台北市長則取決於相對多數。 對於民進黨選對會擬在5月2日討論台北市長提名人選問題。呂秀蓮說，自己完全不知道，但認為現在民調並未納入手機進行調查，結果只能做參考，但不是絕對，因為太多事實證明民調已經失靈，盼早點回歸理性、進入市政建設思考。 她提到，中國國民黨台北市黨部昨天舉行第2場初選電視辯論會，民進黨正在展開徵詢，但民視已邀請她和同黨籍立委姚文智於5月4日先進行電視辯論政見。 媒體追問禮讓柯文哲是否仍為民進黨選項，以及台北市黨部主委黃承國和台北市長柯文哲似乎走很近。呂秀蓮說，是否禮讓取決於民進黨黨主席蔡英文的判斷，相信蔡英文對台北市很審慎，並認為若誰和柯文哲有關係，此時應說清楚、講明白。 呂秀蓮指出，自己在21年前擔任桃園縣長就率先全台首創三節敬老金，陳水扁擔任台北市長後也開始發放重陽敬老金，現在北市許多長者不滿柯文哲刪除重陽敬老金，所以她有理由替大家爭取恢復和舉辦連署活動。 她同時認為，柯文哲若要廢掉松山機場，那台北市也就玩掉了。"
"2002","t_title115","管中閔選北市長 鍾小平：二階民調循柯P模式","2018-04-28 13:00"," 國民黨台北市長初選第2場電視辯論會今天下午2時在TVBS大樓舉辦，擬參選人、現任台北市議員鍾小平於中午過後先行到場並受訪；針對教育部「卡管」4個月，昨晚宣布確定「拔管」，而外傳藍營拱管中閔參選台北市長一事，鍾表示，他會奮力取得初選勝利，管若要選，他支持無黨籍的管與初選勝出被提名的他進行二階段民調，「循柯P模式」。 鍾小平表示，若管有意參台北市長，他認為初選後的人選要與管進行二階段民調，也就是「循柯P模式」，藉此選出最強的候（參）選人；他也呼籲其他參與初選的丁守中、張顯耀及孫大千也要持相同的想法，尤其是丁守中，希望到時候別一哭二鬧三上吊。因為丁也表達不論如何參選到底，他一定會反對二階民調。 鍾小平說，他會參選到，他為了參選還得放棄市議員身分，他的犧牲最大，其他3人則沒有犧牲；若管若要選且堅持不和國民黨整合的話，他還是認為要做二階民調，但他覺得管不會這麼做。國民黨台北市長初選第2場電視辯論會今天下午2時在TVBS大樓舉辦，擬參選人、現任台北市議員鍾小平提前到場受訪。記者翁浩然／攝影分享  facebook   "
"2003","t_title116","智慧路邊停車找9家廠商 柯P：請神容易送神難","2018-04-27 12:30"," 台北市去年11月試辦「路邊停車格智慧化管理」，靠智慧車柱錄影拍照或地磁感應器偵測車輛在席資訊，今年9月起將於9處路段120格試辦第二期並增加收費測試，已有9家廠商有意測試，預計於5月開始籌備；但市長柯文哲今早於交通會報時卻說，「怎麼找這麼多家試辦？」「請神容易，送神難」。 停管處今於交通會報報告提到，路邊停車格智慧化管理去年第一期於4處路段限時路邊停車格試辦後，第二期決定加入收費測試，日前公開徵選試辦廠商截止後，共有9家有意願，規畫書也都審核，廠商將於5月1日起會開始籌辦，正視試辦則從9月到明年2月為止。另外，市長柯文哲在議會答詢時提出路邊常用的4000個停車格年底前希望導入全日智慧偵測也可如期完成。 柯文哲聽完質疑，怎麼找這麼多家試辦？以後試辦完其他8家退場嗎？常常是「請神容易，送神難」；他當醫生聽廠商說明開刀儀器，也能立刻淘汰不行的；同理，市府若找專家聽廠商報告完不用測試也能知道行不行。此外，測試時間3個月就知廠商行不行，哪裡需要6個月。他看期程也怪怪的，年底4000停車格都有全日即時資訊，但9家卻要測試到明年2月，4000格難道無法同步有電子收費機制？ 停管處解釋，試辦計畫市府只提供場域路段讓有意願的國內業者申請，未來確定哪些廠商可行後，不可能百家爭鳴，現階段等於讓廠商驗證自己報告的內容。至於第二期試辦與4000格位提供全日即時資訊的計畫沒衝突，4000格位可先建置偵測系統，後續再看第二期電子收費測試狀況、結合收費機制即可。市府秘書長張哲揚也補充，很多廠商提供不同想法，為了後續決策，停管處才會公告試辦計畫，試辦也能淘汰不符需求者。 柯還是抱怨，一次找9家「against my business mind，違反我得企業頭腦」。他若是專家，至少也會淘汰6家以上，只選最好的3家測試，「也許你們有政治上的考量，我是不曉得啦。」要鼓勵聰明，把聰明變成一種文化，他覺得9家不是聰明的文化。 停管處則趕緊解釋，沒有政治考量，未來真的花錢買服務時就不可能這麼多家了，現階段只是為了測試各種方案可行性。台北長柯文哲今早於交通會報質疑第二期「路邊停車格智慧化管理」找9家廠商試辦「請神容易，送神難」。記者翁浩然／攝影分享  facebook   "
"2004","t_title117","新聞眼／是敵是友？柯P與綠營「曖昧的和諧」","2018-04-26 00:14"," 辜寬敏斷言，若民進黨再禮讓，柯會更有信心競選2020總統。 圖／聯合報系資料照片分享  facebook    面對要不要挑戰總統大位的必考題，台北市長柯文哲曾引用周星馳電影來回答，搞笑又帶點寫實。 電影結尾，皇帝對著幫他打下天下的蘇乞兒說：「丐幫弟子幾千萬，你一天不解散，叫朕怎麼安心？」蘇乞兒回答，「丐幫有多少弟子，不是由我決定，而是你決定的。如果你真的英明神武，使得國泰民安，鬼才願意當乞丐」。 獨派大老辜寬敏斷言，若民進黨再禮讓，柯會更有信心競選二<U+3007>二<U+3007>總統。綠營人士指出，禮讓與否成為燙手山芋，因為蔡總統的民調在低點徘徊，高民調的柯文哲才讓綠營感覺芒刺在背；如果蔡政府英明神武，柯文哲光環或許就不會那麼刺眼。 民進黨要不要禮讓二<U+3007>一八，這是一場連動二<U+3007>二<U+3007>的戰局。蔡英文意志貫穿府院黨重要人事布局，包括總統府秘書長陳菊、行政院長賴清德、新北市長參選人蘇貞昌，剩下的最後一塊、也最棘手的拼圖就是台北市。柯文哲是敵是友，攸關蔡英文連任二<U+3007>二<U+3007>的最後一哩路。 蔡英文和柯文哲年初曾私下會面，雙方也不斷隔空對準台灣價值的論述，彼此都不缺溝通管道，但民進黨和柯文哲有沒有達成禮讓的「默契」，外界仍不得而知。 儘管綠營基層反柯聲浪高漲，但民進黨秘書長洪耀福公開定調，「柯文哲即便不是民進黨的人馬，但最大的敵人還是國民黨」，民進黨台北市黨部主委黃承國也多次與柯同台活動，連蘇貞昌都表明會與柯好好相處合作。種種善意，可以嗅出柯綠關係是一種曖昧的和諧。 新北市長朱立倫日前趁機對柯示好，強調雙北合作空間。深綠基層逼戰，反倒讓柯文哲進可攻、退可守，壓力源落在民進黨頭上。民進黨人士說，二<U+3007>一八若禮讓，外界會覺柯仍欠民進黨人情；但若二<U+3007>一八不禮讓柯，二<U+3007>二<U+3007>將失去談判的籌碼。 柯文哲當然不是丐幫，但高人氣加網路分貝儼然成為足以撼動中央的「柯幫」。柯文哲有沒機會連任、挑戰總統大位，關鍵不在柯，而是蔡總統。 "
"2005","t_title118","社子島拚今年解除禁建難度高","2018-04-25 07:39"," 台北市政府推動社子島開發案，都市計畫已送內政部審查。 圖／報系資料照分享  facebook     社子島開發案受矚目，北市府預計6月進入內政部都市計畫委員會大會討論，但最關鍵的區段徵收計畫，仍要經內政部土徵小組審議、舉辦地方公聽會等程序；市府官員坦承，社子島趕在今年解除禁建難度極高。 社子島長期禁建，市長柯文哲以「生態社子島」為開發目標，全案分成都市計畫、區段徵收、防洪計畫、環境影響評估等4大項，由於當地居民不滿拆遷安置，內政部都委會已舉行5次專案小組。 昨天北市都發局赴市議會工務委員會工作報告，市議員陳政忠表示，今年選舉年，北市府必須兌現開發承諾，否則就是對社子島失信，柯文哲會不會開出「芭樂票」？ 都發局長林洲民說，柯已拜會內政部，就是6月進入內政部都委會大會，整體來講審慎樂觀；副局長張剛維說，北市府預期都市計畫主要計畫若6月通過，細部計畫在8月就能發布實施。 都發局都市規劃科長葉家源說，社子島涉及區段徵收計畫，等到區段徵收計畫核定，都市計畫主要、細部計畫才能一併發布，屆時社子島才算解除禁建。 市府官員說，雖然北市府已備妥資料，也要考量專家學者等不可抗力因素，就算所有審查一次通過，社子島開發案占地300公頃，攸關千位居民權益，法定行政程序省不了，社子島區段徵收計畫要在今年核定，「幾乎是不可能任務」。 "
"2006","t_title119","吳沛憶初選經費遭質疑 徐巧芯：柯黑是否對選民誠實？","2018-04-23 14:53","  民進黨年底台北市議員選舉準提名人吳沛憶，初選期間強打「小英栽培」看板滿布選區，大批網友要吳臉書粉專留言要求公布競選經費來源明細，卻反遭刪留言，引發爭議。國民黨台北市議員準提名人徐巧芯今也呼籲，吳應對網友質疑與刪留言公開說明。 徐巧芯表示，網友提問「初選經費花多少」並不是「不實指控」，且基於年輕世代普遍希望政治公開透明的原則，吳沛憶認為「沒有回應必要」其實是不正確的。 徐巧芯說，依照政治獻金法規定，年底九合一選舉參選人要到本月25日才能開專戶收受政治獻金，擬參選人現階段只能用自己的錢或借款，不能收受捐款；吳沛憶說初選選舉經費是「長輩贊助」，就很可能違規，甚至讓贊助方逃漏贈與稅。 徐巧芯也提到，吳沛憶初選前還大動作到監察院指控國民黨台中市長提名人盧秀燕濫用政治獻金，當時吳沛憶還批評盧「這不只有一個政治人物的事，是所有人的誠信問題」，但現在吳沛憶面對的質疑何嘗不是這樣？ 徐巧芯說，吳沛憶初選對手余筱萍說初選花了五百萬，是她爸爸余天跟朋友借的，交代初選花費與資金來源；但妳吳沛憶卻僅以「長輩贊助」、「還沒結算」就想矇混過關，就此迴避可能超過五百萬以上資金來源，同是參選人，「我覺得妳這樣是不對的」。 徐巧芯質疑，吳沛憶今天若收了長輩的錢，明天對方要吳幫忙「做事」，敢拒絕嗎？當這些長輩利益跟一般民眾利益衝突時，吳會站在投妳一票的人民這邊？當吳以「柯黑」身份質疑台北市柯文哲「誠信」時，有沒有回頭看看自己是否也對選民夠誠實？ 對於面對質疑，吳沛憶選擇刪臉書粉絲頁留言回應，徐巧芯也質疑，這樣「跟你們口中所討厭的蔡正元，又有什麼兩樣？」徐揶揄，年輕人最愛嘲諷前立委蔡正元刪留言，覺得是因為心虛，沒想到民進黨新生代議員參選人第一次選舉，就替大家示範這一招。 徐巧芯說，網路世代不是靠封鎖、隱藏、刪除留言，就可以迫使質疑意見消失；同樣是青年候選人，她認為吳沛憶「不應該只有年輕，而是要實踐這個世代所在意的價值」。 徐巧芯強調，吳沛憶是一個很努力的人，這次初選拚出好成績，全然說是因為她砸錢並不公平；但吳沛憶自詡為「青新政治」的太陽花世代，面對競選經費這些質疑，必須說清楚，否則這類質疑會一直跟著她，就算當選議員也不會消失。"
