"","V1","V2","V3","Yao_MarAprlink$."
"t_time10","2018-05-02 10:55","丁守中代表國民黨迎戰柯文哲 北市府：把市政做好"," 2018台北市長選舉，國民黨確定由丁守中出線。 記者楊正海／攝影分享  facebook      國民黨市黨部今天上午公布台北市長參選人初選民調結果，確定由丁守中出線。丁守中強調，這是一場艱困的選戰，將來將鞏固深藍選民，泛藍大團結，並用政策爭取中間選民，對於淺綠的選民也會以過去立法院紮實的問政，對比台北市長柯文哲毫無核心價值。 對於丁守中將代表國民黨參選台北市長，柯文哲今天出席里長座談會時並沒有回應，僅說「先上工、先上工」。 北市府發言人劉奕霆表示，柯市長態度不變，外界的因素無法控制，把每天的市政做好，就是連任最好的準備。  domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v479"";var actCode = ""v479"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2018042601', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});","https://udn.com/news/story/10958/3118671"
"t_time11","2018-05-02 10:46","影／台北市長選戰 國民黨推丁守中PK柯文哲","   國民黨今（2日）公布黨內台北市長初選民調以及揭曉參選人，結果由第五次挑戰的前立委丁守中勝出，在民進黨還沒提出人選之前，丁守中的唯一對手就是現任市長柯文哲，日前甚至有民調顯示，兩人支持度最近只差4%。 從政風格迥異的兩人，柯文哲不按牌理出牌，丁守中則是中規中矩，各有各的基本盤，再加上民進黨還沒有表態要自提人選還是繼續禮讓柯文哲，北市選情仍有變數。","https://udn.com/news/story/10958/3118647"
"t_time12","2018-05-02 10:40","國民黨台北市長初選 五度參選的丁守中勝出","   國民黨年底台北市長初選民調今上午出爐，確定由五度角逐國民黨提名參選的前立委丁守中勝出，迎戰現任市長柯文哲。國民黨表示，台北市長人選最快下周中常會後正式提名。 今天上午民調結果，丁守中47.63%、孫大千18.21%、張顯耀17.24%、鍾小平16.93%。丁守中相對於三位競爭對手，民調大幅領先約30個百分點，輕鬆獲勝。 國民黨今（2日）公布黨內台北市長初選民調以及揭曉參選人，結果由第五次挑戰的前立委丁守中勝出，在民進黨還沒提出人選之前，丁守中的唯一對手就是現任市長柯文哲，日前甚至有民調顯示，兩人支持度最近只差4%。 從政風格迥異的兩人，柯文哲不按牌理出牌，丁守中則是中規中矩，各有各的基本盤，再加上民進黨還沒有表態要自提人選還是繼續禮讓柯文哲，北市選情仍有變數。 國民黨台北市長候選人初選民調結果上午出爐，結果由前立委丁守中（圖）勝出，兩位參加初選的鍾小平、孫大千也出席，只有張顯耀沒有現身，丁守中當場邀請其他三位參選人加入輔選團隊，也獲得鍾、孫二人首肯。記者胡經周／攝影分享  facebook    國民黨台北市長候選人初選民調結果上午出爐，結果由前立委丁守中（右）勝出。記者胡經周／攝影分享  facebook    國民黨台北市長候選人初選民調結果上午出爐，結果由前立委丁守中勝出，他表示，除了泛藍選民，也要爭取淺綠台北市民認同。記者胡經周／攝影 胡經周分享  facebook    國民黨台北市長候選人初選民調結果上午出爐，結果由前立委丁守中（右三）勝出，兩位參加初選的鍾小平（左四）、孫大千（左三）與多位國民黨台北市議員參選人也出席恭賀丁守中，只有張顯耀沒有現身。記者胡經周／攝影分享  facebook    2018台北市長選舉，國民黨由丁守中出線參選。記者陳聖文／攝影分享  facebook       domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v479"";var actCode = ""v479"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2018042601', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});","https://udn.com/news/story/10958/3118637"
"t_time13","2018-05-28 13:00","【整理包】剩竹縣未定！ 2018縣市長選舉有誰參選"," 花蓮縣徐榛蔚（國民黨）、基隆市林右昌（民進黨）、基隆市謝立功（國民黨）、台中市林佳龍（民進黨）、桃園市鄭文燦（民進黨）、台中市盧秀燕（國民黨）、宜蘭縣林姿妙（國民黨）、台南市黃偉哲（民進黨）等分別獲得黨內提名代表參選2018縣市長選舉。分享  facebook   2018九合一選舉將在11月24日舉行，尤其是22縣市長參選人選更受到外界關注，最近藍綠兩黨都緊鑼密鼓敲定參選人選，其他政黨或無黨籍也有不少人表態參選，聯合新聞網將會陸續整理更新22縣市長參選名單，讓大家能夠隨時掌握選舉動態。     國民黨舉行「國民新女力、加油我挺女」記者會，獲黨內提名的雲林縣張麗善（左起）、花蓮縣徐榛蔚、彰化縣王惠美、台中市盧秀燕、宜蘭縣林姿妙、嘉義市黃敏惠6位女性縣市長參選人出席造勢，大跳抖肩舞。記者陳柏亨／攝影分享  facebook   ","https://udn.com/news/story/10958/3021125"
"t_time14","2018-05-02 00:39","綠今討論北市長怎提名 柯文哲「靜待通知」"," 台北市長柯文哲昨天被問到民進黨將召開選對會討論北市選情一事，只說「靜候通知」。 記者魏莨伊／攝影分享  facebook   今年年底的台北市長選舉，究竟要採取禮讓台北市長柯文哲或自行提名，民進黨選對會今天將就此議題進行討論。據了解，為了修補和深綠獨派的關係，柯文哲四日出席凱達格蘭基金會募款餐會致詞時，不排除發表重要談話，是否向綠營釋出善意，各方矚目。 柯文哲昨天被媒體詢問民進黨即將討論台北市長提名政策時，只吐出「靜待通知」幾個字，媒體追問好像太被動，不被禮讓好像沒什麼，柯文哲笑答「你不要這樣講好不好」，引發在場記者一陣笑聲。 民進黨選對會上午首度將台北市長選舉提名政策放上了討論的議程，黨中央通令所有選對會成員今天務必出席，黨內人士說，年底的台北市長提名政策，不管是禮讓或自行提名，攸關民進黨整體的選戰布局及焦點，黨中央與基層均承受極大壓力，為求黨內能充分討論，慎重其事要求選對會委員全員到齊，也不難看出黨在這件事上的棘手程度。 黨內高層及相關人士先前已陸續徵詢北市黨籍議員，預料今天將先就各方的訊息進行說明及報告，並且就目前民調資料進行研析。選對會今天將先就情勢做初步討論，一般認為不太可能今天就做成禮讓或自行提名的結論；黨內人士分析，若支持禮讓才有下一步是否有適用此次的機制存在，自行提名就回到黨內初選的機制。 國民黨台北市長黨內民調今天將會出爐，民進黨內研判，前立委丁守中勝出機會大。據了解，依民進黨掌握的相關民調，丁守中獲支持度已和柯文哲不相上下，黨內因此認為，年底選舉民進黨若自提人選除將會讓台北市長選情複雜化，在北市議員選舉部分也會增添變數。  黨內人士也說，民進黨的主要敵人是國民黨，不是柯文哲，若柯文哲的認知也是如此，自然有合作的空間，除非柯文哲有其他的打算，那民進黨也不可能一廂情願，必須另做考量。 柯文哲昨天上午參加教育局體驗實習課程活動後受訪，被問到民進黨將討論台北市長布局一事，柯說等到討論時再來煩惱；至於民進黨是否有和他聯絡，他說「沒有，還沒跟我聯絡」。 ","https://udn.com/news/story/10958/3118357"
"t_time15","2018-05-01 00:03","禮讓柯文哲？ 綠明討論 下周攤牌"," 台北市長柯文哲。 圖／聯合報系資料照片分享  facebook   國民黨台北市長提名人將在明天（二日）揭曉，民進黨選對會明天將開會討論今年台北市長提名政策，當天不會做成結論。不過，知情人士甚至透露，民進黨與台北市長柯文哲「下周就要開始攤牌了」，雙方將會就今年合作與否展開對話。 對於近日傳出黨內高層傾向不禮讓，但也不提名，而是用開放參選的方式，同意黨內有意參選者參選。黨內高層表示，開放是選項之一，先前曾經討論過，但是，恐怕不是兩害相權取其輕的作法，反而是下下策。 他說，台北市長這一局，民進黨有三種選擇：禮讓柯文哲、自行提名，以及開放參選。三種方式都有利弊得失，自行提名與禮讓各有支持和反對的人。自行提名將與柯文哲及柯粉提前開戰，反而給國民黨漁翁得利，政治風險高；禮讓柯文哲的政治風險最小，北市議員參選人選情受波及層面小。再者，柯文哲目前民調已經和國民黨的丁守中處於伯仲之間，柯是個務實主義者，為了拿民進黨選票而在選舉期間不打民進黨，民進黨也可把戰力放在收回新北市，避免打柯的砲火殃及其他縣市，影響整體選情。 至於開放參選，他指出，若開放參選，支持禮讓和自行參選的人都會罵，也會被認為不負責任的作法，而這種方式也算是禮讓的一種。 多位民進黨籍里長昨出面力挺立委姚文智（中），強調民進黨應該要自提人選。 圖／姚文智辦公室提供分享  facebook    積極爭取提名的民進黨立委姚文智昨天與五十位民進黨籍及無黨籍里長，在立法院召開記者會，高喊「姚文智凍蒜」，呼籲民進黨提名自己的台北市長人選。姚文智強調，將持續深入基層跑遍台北市。 據了解，黨內高層近日徵詢黨籍台北市議員，不過，民進黨台北市議會黨團上周作成決議，「權責不在黨團，請選對會審慎評估、盡速決定」。黨內人士表示，黨中央可以理解北市議員的壓力，但仍會持續徵詢議員意見，在月底前作出決定。 姚文智昨天說，不知道所謂黨內高層「傾向禮讓」柯文哲的說法從何而來，如果是要禮讓柯，「選對會就不用討論了啊」。 姚文智說，黨內要提參選人應該要透過初選方式，只有民主程序可以勸退他，他一定會支持初選勝出的人，不然就是違背民主程序。 對於台北市里長出面力挺姚文智，柯文哲昨天則說，他當市長，要動員多少里長都有，但何必去做這種事，為何要為難人家？ ","https://udn.com/news/story/10958/3116646"
"t_time16","2018-04-30 21:39","多人表態選新竹縣長 國民黨擇期再協調"," 中國國民黨中央提名協調小組今天邀國民黨籍立法委員林為洲、新竹縣副縣長楊文科與新竹縣議會副議長陳見賢協調新竹縣長選舉提名機制，但地方仍有人表態參選，決定擇期再協調。 民主進步黨已提名前新竹縣長鄭永金兒子、民進黨發言人鄭朝方角逐新竹縣長。 國民黨組織發展委員會主任委員李哲華在中央提名協調小組會後告訴中央社記者，會中聽取林為洲、楊文科與陳見賢對選舉與提名想法，但除林為洲等3人表態，湖口鄉長林志華、竹東鎮長徐兆璋也表態參選，考量後續整合，會中決定本週再擇期邀5人協調。 除新竹縣，年底縣市長選舉，國民黨尚有台北市、台南市、高雄市與金門縣尚未提名。 台北市長選舉方面，台北市議員鍾小平、前立委丁守中、孫大千與張顯耀登記黨內初選；初選民意調查時間從29日到5月1日，預計5月2日公布民調結果。 台南市長選舉部分，國民黨還在等無黨籍的前台南市警察局長陳子敬是否同意與前立委高思博、前台南大學校長黃秀霜民調決定勝負，整合遲無進展。 高雄市長選舉方面，國民黨中央提名協調小組12日邀高雄市黨部主任委員韓國瑜、立委陳宜民協調，達成一個月內採全民調方式決定人選，預計結果5月中旬出爐。 金門縣長選舉提名部分，國民黨中央提名協調小組20日邀國民黨籍立委楊鎮浯、金門縣議員陳玉珍、李應文與台商汪成華討論提名機制；在陳玉珍未出席情況下，其他3人獲致初步共識，黨中央打算向陳玉珍說明初步共識並獲同意後施行，但遲未與陳玉珍取得聯繫。","https://udn.com/news/story/10958/3116255"
"t_time17","2018-04-30 11:36","跟綠營合作深綠票恐跑？柯P：也不可能一百件都合作"," 台北市長柯文哲。聯合報系資料照分享  facebook   年底選戰開打，民進黨是否繼續禮讓台北市長柯文哲受注目，民進黨選對會預計週三針對台北市長選戰討論對策；由於民進黨基層出現反柯聲浪，民進黨若跟柯文哲合作深綠票恐跑掉，對此柯文哲表示，人活在世界上合作，也不可能一百件都合作，朋友要多敵人要少，爭取最多的朋友，就只能做到這樣。 柯文哲今天出席「南港生技產業聚落開發計畫興建營運移轉案簽約記者會」，會後媒體問到，民進黨選對會預計週三針對台北市長選戰討論對策，外傳民進黨高層將禮讓柯文哲？柯文哲表示，問他不一樣題目，但答案都一樣，就是每天把自己該做的事情做好，「外面的事情又不是你可以控制，所以你想怎樣？」所以只能把每天該做的事情做好。 媒體詢問，若民進黨跟柯文哲結為盟友，深綠票恐怕跑掉，有沒有民進黨、柯文哲合作又沒得不償失的方法？柯文哲回應，人活在世界上合作，也不可能一百件都合作，朋友要多敵人要少，爭取最多的朋友，就只能做到這樣；媒體追問，若傷到民進黨，該怎麼補償他們？柯文哲笑說，他也沒錢補償他們。 媒體問到，外傳民進黨市議員被黨中央下封口令，不能針對民進黨是否禮讓柯文哲做發言；柯文哲聽聞後說，這種消息沒辦法證實，台灣還是民主自由的國家，這國家下封口令很困難。 媒體也問，國民黨的台北市人選即將出爐，前立委丁守中呼聲高，但也傳出國民黨中央傾向開放選項，是否感到壓力？柯文哲重申，每天把自己該做的事情做好，「我可以影響他們？不可能阿」。","https://udn.com/news/story/10958/3115185"
"t_time18","2018-04-29 23:59","藍北市長民調起跑 4選將衝刺"," 圖由左上順時針而下，分為丁守中（圖右一）、張顯耀（圖中）、鍾小平（圖左二）、孫大千。 圖／聯合報系資料照片、記者楊正海攝影分享  facebook     國民黨台北市長初選昨起舉行3天民調，4位參選人孫大千、鍾小平、丁守中、張顯耀最後衝刺。台大準校長管中閔「拔管」事件成為選戰熱門議題，國民黨台北市黨部主委黃呂錦茹說，管中閔是國民黨終身黨員，但市黨部沒有和管接觸，目前仍按初選機制走，且前提是管中閔要有參選意願。 鍾小平昨與里長呼籲管中閔參選台北市長，若管有意願參選，他獲得黨提名後，願意跟管協商進行二階段民調。 鍾小平昨天還當面嗆聲教育部長吳茂昆是「蔡英文的走狗、教育的敗類」；鍾小平今天上午將到北檢控告教育部長吳茂昆瀆職。  丁守中昨天帶議員參選人李柏毅、鍾沛君與耿葳到傳統市場掃街拜票，扮演母雞帶小雞角色。丁守中說，他採傳統方式努力握手拜票，取得市民認同，將拚戰到最後一刻。 孫大千說，這次選戰，他要打一場不一樣的選戰，要改革總得有人嘗試。張顯耀則表示，要走傳統路線，加強市場和掃街固票。   不過，國民黨台北市議員王鴻薇說，民進黨粗暴「拔管」，造成群情激憤，形成情緒性的「管中閔現象」，但管目前沒有參選意願 ，主要戰場是在爭回台大的自主，如果轉換成參選人，就會變成政治和選舉的話題，原本的是非價值反而會變模糊，容易被人炒作為政黨或藍綠之爭。 台北市議員參選人黃子哲表示，管中閔變成很多人寄望的對象，希望有機會代表國民黨出戰台北市，就算管不選，也絕對是輔選最強的母雞之一。 另一位議員參選人張斯綱說，管中閔現象也可看出藍營的焦慮，基層期待有更強的參選人贏回台北市長。 ","https://udn.com/news/story/10958/3114859"
"t_time19","2018-04-29 15:33","初選衝刺打「管爺牌」 鍾小平：支持管就要支持我","   教育部駁回台大校長遴選委員會選出管中閔的決議，藍營群情激憤，出現呼籲管中閔參選台北市長的呼聲。國民黨台北市長初選擬參選人鍾小平，下午與9名里長出面呼籲管中閔出來選，並強調若管有意願參選，市民就應該要支持他，他獲得提名後，願意跟管中閔協商進行二階段民調，並反酸另一擬參選人丁守中，會像「釘子戶」參選到底，不可能禮讓管。 國民黨台北市長黨內初選今起進行3天民調，鍾小平上午先到華山文化創意園區堵教育部長吳茂昆，嗆吳是「蔡小英的走狗」，下午找里長出面造勢，呼籲台北市民挺管中閔參選台北市長。 鍾小平說，因為基層憤怒，他上午去嗆吳茂昆，國民黨不能當窩囊廢，要硬起來，基層支持管中閔的呼聲很高 ，對「拔管」已經憤怒到極致，國民黨丟掉政權被民進黨整慘了，很可憐，所以要奮力一擊。 鍾小平說，如果管中閔若不選台北市長，就不用討論，如果要選，支持管的台北市民就要支持他，因為他被提名 ，二階段可以協商比民調，他可以退，去當管中閔的競選總幹事，甚至當管的副市長都沒問題。但如果是丁守中被提名，就變成釘子戶，丁一定「一哭二鬧三上吊」，管中閔想選都沒機會，呼籲市民對拔管和蔡英文感到憤怒，就支持他。 媒體問鍾，黨中央是否有和管爺見面，鍾小平說，據他了解，有接觸且黨中央操作細膩，放話徵召，和當時對蔣萬安如出一轍，主席吳敦義什麼都不會說，但吳的心裡話他猜得到。至於吳是否有和各參選人溝通？鍾說沒有。國民黨台北市長初選衝刺，鍾小平(左二)打「管爺牌」 ，呼籲市民支持管就要支持他。記者楊正海/攝影分享  facebook   ","https://udn.com/news/story/10958/3114087"
"t_time20","2018-04-29 12:59","基層拱管中閔選北市 藍：言之過早"," 台灣大學校長當選人管中閔聘任案遭駁回後，藍營基層傳出勸進管中閔參選台北市長。國民黨文傳會主委李明賢今天說，目前工作是辦好黨內初選，有聽到基層聲音，但一切言之過早。 台大校長當選人管中閔遴選爭議案，教育部27日召開記者會，以有經濟法律上重大利益未迴避的適法疑慮，駁回遴選結果，要求重回候選人推薦資格初審階段。 李明賢上午告訴中央社記者，今天起一連3天進行台北市長黨內初選民調，初選結果5月2日公布，現階段工作是辦好黨內初選為第一優先。有關基層勸進管中閔參選的聲音，黨中央聽到了，但一切言之過早。 國民黨組織發展委員會主任委員李哲華也說，已啟動台北市長黨內初選民調作業，一切按照機制進行，且管中閔並未表態參選，不評論假設性問題。 不願具名的黨務人士指出，基層拱管中閔參選，也必須管中閔有意願，但依照管中閔個性，應該不會參選，況且國民黨正在辦理黨內初選，怎麼可能要求參加初選的台北市議員鍾小平、前國民黨籍立委丁守中、孫大千、前大陸委員會副主任委員張顯耀都不要選，改徵召管中閔？初選結果公布，若勝出者民調相當高，國民黨能不提名嗎？ 此外，國民黨中央提名協調小組明天下午將邀表態參選新竹縣長的黨籍立委林為洲、新竹縣副縣長楊文科與新竹縣議會副議長陳見賢協調提名機制。 林為洲告訴中央社記者，尊重黨的制度，他主張採「台中模式」由擬參選者各挑一家民調公司進行全民調決定提名人選，如果循台北市長黨內初選方式，從領表登記、辯論會到進行民調，要花相當長時間，恐影響後續新竹縣議員、鄉鎮市長提名整合。 林為洲說，他希望新竹縣長黨內初選是一場君子之爭，民調勝出者獲提名後，大家能一致支持黨提名的參選人。（編輯：蘇志宗）","https://udn.com/news/story/10958/3113895"
"t_time21","2018-04-29 00:25","柯文哲看拔管 「不知道哪個白癡 制定這個白癡政策」"," 教育部前晚「拔管」，退回台大準校長管中閔聘任案，管爺昨在臉書發文，強調絕不妥協，會贏得大學自治。 圖／聯合報系資料照片分享  facebook    教育部「拔管」讓管中閔參選台北市長議題發酵，台北市長柯文哲昨天說，「不知道哪個白癡制定了這個白癡政策」；管現在出來選，票數一定很高。新北市長朱立倫也說，此事是校園自主大倒退。國民黨台北市長初選四名參選人昨舉行最後一場電視辯論會，藍營支持者拱管參選也成為辯論焦點之一。 柯文哲說，如果以台大醫學院外科教授身分看待「拔管」，認為是嚴重侵犯大學自主。遴選過程有小瑕疵，用行政命令「打掉」，變化太大了。 昨天國民黨台北市長初選辯論會，鍾小平提出「二階段民調」，若管有意願參選，通過初選的人選，可與管再比民調，選出最強的參選人。張顯耀認為，國民黨要找到一個人讓國民黨重生，取回政權，若管要選，多人競爭是好事，可協商整合；孫大千則說，願意樂觀其成。 丁守中在交叉詰問時指出，國民黨要勝選一定要推出最強人選，黨內已進入初選機制，若產生出來的人選，大家覺得還不夠強，「那大家再來協商嘛」。 國民黨台北市黨部主委黃呂錦茹說，今起民調，此時再更動機制或民調時程，可能引起支持者不耐， 目前仍按初選機制走。 國民黨立法院黨團昨天砲轟蔡政府是違法拔管，藍委陳學聖更向教育部宣戰，「既然民進黨不讓管中閔上台，教育部長吳茂昆就不要想有好日子過，」未來只要是吳到立法院報告，就是腥風血雨、永無寧日的開始。 國民黨團書記長李彥秀呼籲，台大師生要為學術自由向教育部宣戰。 對於基層的「拱管」聲浪，國民黨文傳會主委李明賢說，基層確實有勸進聲浪，黨中央與黨主席吳敦義「都聽到了」，黨現階段任務還是以公平、公正、公開的方式，妥善辦好台北市長黨內初選。 ","https://udn.com/news/story/12054/3113438"
