,Media,title,year,month,day,content
64,Apple,高市降低車禍致死案件 機車、高齡、酒駕 交通防制重點,2018,1,4,"【劉宥廷／高雄報導】

高市交通局分析去年A1肇事死亡人數，以機車族及高齡者交通事故 比率偏高，主要肇因前5名為「未注意車前狀況」、「違反號誌管制 或指揮」、「未依規定讓車」、「酒駕失控」、「轉彎未依規定」， 將針對機車族、高齡者、大型車、酒駕等作為交通事故防制重點對象 。

三大違規 強化勸導取締

交通局指出，探究事故肇事主因，高達90％以上是人為因素造成， 事故型態以「路口追撞」、「路段側撞」為主；未來將針對併排停車 、占用公車停靠區、路口10公尺內紅線停車等三大違規行為，加強勸 導取締。

警方說，2012年接連發生葉少爺酒駕肇事致死、柯文哲的愛徒女醫 師遭酒駕撞死等矚目案件，輿論沸騰促使酒駕標準值下修、罰則提高 ；嚴查酒駕，讓酒駕高風險民眾心生畏懼，之後取締件數逐年下降， 酒駕肇事死亡人數也逐年降低。

去年仁武區發生BMW酒醉男衝撞多輛汽、機車，造成1死5傷，甚至 有酒駕男逆向奔國道，還躲警攔查釀禍1死2傷；警方發現酒駕肇事時 段以深夜10點到12點發生最多，其次是晚間8點到10點，下午4點到6 點的下班時段排名第3。

上下班時 加強交管護老

另人口逐漸高齡化，發生車禍比例隨之攀升，警統計高齡者A2交通 事故，發生時段多集中早上8點至10點及下午4點至6點，肇事因素以 「未依規定讓車」最多，研判與老人的視力、反應、認知能力衰退有 關；由於老人最常發生車禍時段，集中在上下班時段，警方也加強交 管護老。

A1肇事死亡人數近年雖有減少，但機車事故比率仍維持65％以上， 交通局陸續在百餘處路段或巷道推動「速度管理」，實施「速限30k m/h」管制，並透過標誌與號誌調整，引導機車降速、或讓汽機車分 流等模式，打造更安全、友善的機車行進空間。 禁止酒駕．飲酒過量．有害健康。

 "
716,Apple,預算遭刪 台北河岸音樂季 今年沒煙火,2018,1,4,"【陳燕珩／台北報導】

北市府每年7、8月在大稻埕舉辦「台北河岸音樂季」，規模愈辦愈 大，往年560萬經費不足，今年北市觀傳局編列960萬闖關，不過市議 會審查預算時，遭藍綠議員質疑選舉年砸錢辦活動，不滿市府只會放 煙火取悅民眾，決議刪減400萬預算；對此觀傳局長簡余晏表示，今 年河岸音樂季不會再施放煙火。

觀傳局去年編列560萬河岸音樂季預算，由於經費不足，以其他預 算支應，最終共花900萬元辦活動、放煙火。今年打算編列960萬元， 但在教育委員會審查時，國民黨議員王鴻薇質疑遇選舉年，市府活動 預算就大增，根本是想討好選民，最終委員會決議刪除其中400萬煙 火預算。

該案3日進入大會討論，民進黨議員王世堅也抨擊，柯文哲施政3年 一事無成，只會放煙火取悅民眾，尤其跨年才剛過，很多縣市都已響 應環保，從善如流不放煙火了，要求市府刪除該筆預算，不要再砸錢 。

對此，簡余晏說，會尊重委員會的決議，今年河岸音樂季不會施放 煙火，去年就已預告音樂祭將轉型，未來會以野餐及音樂會的形式演 出。

日前跨年煙火吵得沸沸揚揚，市長柯文哲曾放話說，少放一天煙火 也不會改善空汙，被問及柯是否知道煙火預算遭刪？簡余晏強調，這 些是各局處自行決定的業務，市長不會管到那麼細。

 "
139,Apple,基層讚聲連連 無負評立委 最有贏面戰將,2018,1,5,"【劉于翔、曾百村／台北報導】

不少人力拱國民黨立委蔣萬安參選台北市長，他首度鬆口指將在春 節期間拜會基層，聆聽民意「試水溫」，藍營議員表示，蔣先前態度 讓人覺得曖昧，如今願到台北市四處走走，對國民黨來說是好事，黨 籍里長說，不捨蔣離開立委崗位，但也覺得蔣的確是藍營征戰市長人 選中，最有贏面的戰將，對是否支持蔣轉戰市長「陷入兩難」。

北市議員陳重文說，有意參選同志應展現當仁不讓態度，國民黨整 個氣勢就會上揚，，更何況市長參選人肩負「母雞帶小雞」責任，不 能只考慮個人進退。

陳重文透露，蔣萬安要參選就要把氣勢做出來，乾脆直接表態挺身 而出，告訴泛藍選民「國民黨還有很多人才挑戰柯文哲」，如此一來 ，不只對蔣有正面助益，也能帶動整個泛藍民眾熱情。

國民黨籍台北市中山區聚盛里長舒贛臺表示，他覺得蔣萬安擔任立 委後，在選區服務口碑不錯，且從政也認真、沒有負面形象，對於中 山、松山區民眾而言，「真的是難能可貴的好委員」。

舒贛臺話鋒一轉指出，國民黨若想在今年市長選戰勝出，在眾多爭 取提名的人選中，蔣萬安是目前「最有贏面」的一位。

家住松山區的李小姐說，她覺得蔣萬安應力拚市長選舉，蔣立委口 碑很好，但當上台北市長能做的事情、實施的政策就能更多，當然也 是人民之福，若蔣萬安出馬參選，應該可與現任市長柯文哲一較高下 。

 "
213,Apple,土國捐清真寺 柯P訪歐親自談,2018,1,5,"【劉于翔／台北報導】

台北市長柯文哲預計1月27日至2月6日出訪歐洲，規畫出訪荷蘭、 比利時、波蘭、土耳其等4國。外界質疑他長征歐洲11天是啟動連任 熱身之旅，柯語帶神祕僅說，「目的有很多，現在講還太早！」強調 與選舉無關，不過，他隨後就自爆，土耳其要捐贈上億元給北市蓋大 型清真寺，所以要親自去談談看。

外界認為柯文哲歐洲之旅長達11天，應跟選舉有關，面對質疑，柯 文哲原想一改口無遮攔作風，連忙說「現在講太早」，但隨即又忍不 住爆料，原來是跟土耳其政府打算捐贈台北一座清真寺有關，且捐建 金額達上億元，如此大手筆，必須親自飛去談談。

至於為何選擇另外3個國家訪問？柯文哲說，他一直認為全世界所 有國家，荷蘭是台灣最好的模仿對象，不管在民主政治、經濟發展， 還有整個環境的相似性最高，所以荷蘭是很好的學習對象，這也是行 程規畫優先考量。

柯還說，比利時首都布魯塞爾牽涉到台灣跟歐盟的關係，波蘭首都 華沙則是台北的姊妹市，算起來已經20年沒有去拜訪了，既然是姊妹 市，那還是要去交流一下。他強調，此次出訪目的很單純，主要就是 談清真寺捐建跟城市考察，和選舉一點關係也沒有，硬要扯到選舉實 在差太遠了。

由於土耳其捐建清真寺案是在2個月前經由外交部牽線，在未與土 耳其捐建代表商談細節前，柯市府對清真寺建築相關規畫及未來土地 如何取得等事宜，目前尚未取得共識。

台北清真寺董事長馮同瑜表示，柯文哲對國內回教發展十分關注， 此次土耳其政府願意捐贈上億元蓋寺，相信國內所有回教徒都樂見其 成。馮同瑜建議，興建清真寺不同於一般大型建築物，此次參訪之行 ，柯市府如果需要精通回教事務專業人士協助，台北清真寺會全力支 持。

 "
355,Apple,共融式設計 材料純本土 台北小公園 不再大眾臉,2018,1,5,"【李怡芸／台北報導】

甫邁入2018年，由台北市文化局主導的「公園不再大眾臉」計畫， 4日宣告跨大同區、中山區的4座帶入共融式遊戲場的鄰里公園啟動， 市長柯文哲指出，這是台北邁向先進文明城市的努力，也是把共融式 遊具帶進鄰里的嘗試。

位於大同區的朝陽公園，一早已有不少鄰近的幼稚園小朋友與新設 計完成的「鈕扣獅」互動玩耍，設計師于沛廷指出，設計之初先觀察 了公園附近的歷史背景，發現鄰近台北百年茶行及服飾配件行，於是 打造出結合鈕扣和茶葉元素的「鈕扣獅」，獅背上的鈕扣可讓小朋友 在上跳躍練習平衡感，獅身各處又有沙鈴、響板，讓小朋友操作時發 出不同的聲響。

市長柯文哲出席啟用儀式時表示，一開始規畫共融式遊具只落腳在 榮星、中研、碧湖等大型公園，但他主張「應落實在市民每天的生活 ，不應該是家長有需要時帶小孩去大公園玩，而是把鄰里公園也帶入 共融式的遊具。」相較於過去千篇一律的「塑膠罐頭」遊具，柯文哲 也直言「難看，不太符合台北市作為先進城市的要求。」雖然也坦言 「設計是要花錢的」，但也透過在地化思考，舉辦工作坊等方式，讓 社區民眾共同參與公園的改造，成為既有區域文化特色，又能讓老人 、小孩、身心障礙者能共同使用的空間。

4日啟動的共融式遊戲場包括大同區的朝陽、樹德、景化，以及中 山區的中安公園，中山區的永盛公園預計1月底完工，面積較大的大 同區建成公園則預計9月底完工。

幾座遊戲場均是由台灣的設計團隊完成，材料也是MIT，如負責樹 德公園「ParkUp大同」的設計師張憲文便介紹指出，在公園內立的6 4支木柱均是來自新竹的國產杉木，「做好防護處理，用個3、5年不 成問題。」

柯文哲也指出，未來希望設計能成為台灣的外銷產業，藉著共融式 遊具「把台灣的設計能量做出來」。

 "
425,Apple,年節期間 冷靜評估角逐北市長 參選戰柯P 蔣萬安鬆口了,2018,1,5,"【周毓翔／台北報導】

國民黨立院黨團下周一開放登記參選下會期首席副書記長，由於許 多藍委2018都將投入選戰或開始輔選，有意參選者不可能參選幹部。 而黨內新星蔣萬安昨表達將不參選幹部，被認為是預留參選台北市長 空間。對此，蔣萬安昨表示，會在年節期間，冷靜評估參選台北市長 的可能。

據了解，黨團內部原規畫蔣萬安接下黨團首席副書記長一職，不過 蔣沒打算參選，被外界認為是替參選台北市長保留空間；他說，原先 就沒計畫參選首席副書記長。

翻轉選情 地方呼聲高

對參選台北市長一事，蔣萬安表示，要等年節期間拜訪基層，傾聽 民意後，再做謹慎評估。相較過去總說「在立院發聲比其他事更重要 」、「扮演好在野立委角色」，此說算是首度鬆口，準備挑戰柯P。 但他還是強調，目前最重要是立院工作，尤其臨時會攻防，包括一例 一休、水利會等議案。

不過，蔣在地方呼聲高，許多地方民眾勸進蔣參選。黨內人士透露 ，由於北市這次有許多年輕人投入參選市議員，國民黨北市黨部主委 黃呂錦茹也考慮過，是否讓蔣萬安帶領年輕世代翻轉選情。

去年11月24日，黃呂錦茹便曾拜會蔣萬安，雙方談及國民黨選舉該 如何帶士氣、鼓勵新人出來選、爭取更多議員席次等。她認為，北市 長候選人應「母雞帶小雞」，黨內也須依公平的初選機制運作。

初選全民調 3月定案

目前，國民黨表態參選者包括丁守中及鄭麗文，國民黨中央對北市 選舉目前定調是採初選全民調，但指最快3月才決定人選。

照往例，無論藍綠，有意角逐執政首長的立委，會在任內至少當一 次黨團幹部，提升黨內資歷，蔣萬安本屆即擔任立院黨團副書記長。 但黨團幹部事繁忙，不可能兼顧選舉，因此國民黨歷來只有在大選年 才會出現由不分區立委任黨團書記長狀況。

藍委今年有意願、或被點名挑戰2018者眾多，許多立委已將重心轉 移經營地方，此時任黨團幹部，應是不打算投入選戰的立委，因此最 後估計將由不分區立委曾銘宗擔任。曾銘宗昨表示，黨團幹部主要是 服務其他黨團成員，過去有人有意願爭取擔任幹部時，就優先由他們 擔任，如今黨團很多人有選舉需求，他就願意來擔任，主要是希望協 助其他立委，讓他們有更多時間打選戰。

 "
573,Apple,被指栽贓議會刪預算 簡余晏指溝通誤解 煙火秀沒錢叫停 議員斥簡直胡扯,2018,1,5,"【劉于翔／台北報導】

「台北河岸音樂季」活動今年取消施放煙火，台北市觀傳局長簡余 晏稱是「因為議會刪除活動預算400萬元而取消」。市議員王鴻薇4日 駁斥簡的說法，她強調，觀傳局預算編列太過浮誇，議會是刪除增加 的400萬元，原預算560萬元仍舊維持，難道還不夠放煙火？王痛批「 簡直是滿口胡扯！」

王鴻薇質疑，同樣的活動、同樣的預算，去年能施放煙火今年卻不 行，難道被刪除的400萬元全是為了拿來放煙火秀？多編的400萬是要 把煙火放到多浮誇的程度？

教育委員會召集人吳世正則說，「台北河岸音樂季」2017年度預算 為560萬元，當時就已經包含河岸煙火秀，觀傳局編列2018年預算時 ，該活動預算卻暴增為960萬元，根本就是為了配合今年柯P的選舉， 預算編列太過浮濫，教委會才決定刪除多增加的400萬預算，維持去 年原預算560萬元。

王鴻薇認為，現今台灣各縣市空汙嚴重，各地都在紫爆紅爆，如果 台北市辦大型活動仍然主打造成空氣汙染的煙火秀，把暴增將近7成 的經費都拿來放煙火，柯P政府難道不是在亂花錢製造空汙?

面對議員質疑，簡余晏主動澄清表示，絕對沒有栽贓議員之意，純 粹是溝通上的誤解，去年以「河岸」為主題，活動發包總金額為900 萬元，大稻埕煙火秀只是「台北河岸音樂季」系列活動之一，因近年 環保意識抬頭，減少煙火施放逐漸成為社會主流意見，在教育委員會 排審預算時，因部分議員建議別再放煙火，才向委員會提出政治承諾 ，未來觀傳局舉辦的活動將不再施放煙火，造成議員誤解的部分，會 再溝通。

 "
644,Apple,逕播廣告違法 陸委會文化部究責,2018,1,5,"【記者陳君碩／台北報導】

大陸央視節目《信中國》宣傳廣告出現在西門町大型LED螢幕，陸 委會及文化部4日強調此舉涉嫌違法，相關部會將進一步釐清責任、 依法處理。台北市長柯文哲認為，不太可能完全禁止大陸來台登廣告 ，但應維持平等尊嚴，「如果中國能在台灣登廣告，是否台灣也可以 去中國登廣告，這要查查看」。

陸委會副主委邱垂正表示，央視節目未經許可，相關廣告涉及違法 ，經聯繫，廣告業者已停止播放，相關部會將進一步釐清責任、依法 處理。文化部也稱該節目未依相關規定向文化部申請許可播出，逕行 播出節目廣告，涉嫌違反相關規定，將配合陸委會調查及後續處理。

邱垂正指出，依照《兩岸人民關係條例》34條相關許可辦法規定， 大陸相關廣告必須取得許可才能來台播放，內容也不得為中共從事具 有政治性宣傳，或是違反現行大陸政策與政府法令。

文化部說明，依據《大陸地區物品勞務服務在台灣地區從事廣告活 動管理辦法》第5條第2款規定，大陸地區廣播電視節目未取得許可， 不得從事廣告活動；若違反規定，委託、受託或自行播送前開廣告者 ，將被處以罰鍰。

 "
63,Apple,高思博蘇煥智 南北黑馬同台 合辦座談 外界解讀互相拉抬選情,2018,1,6,"【鄭舲／台北報導】

民進黨前台南縣長蘇煥智與有意參選台南市長的國民黨前立委高思 博昨日共同舉辦「還我自治權！區長、農田水利會會長官派利弊」記 者會暨座談會，由於兩人分別是台北與台南市長選舉黑馬，外界解讀 兩人同台是為拉抬選情。蘇煥智說，因為高思博對區自治和農田水利 會官派兩項議題很關注，所以共同來推，沒有考慮選舉問題。

逐鹿台南 高不諱言艱鉅

對於2018選戰規畫，高思博說，對國民黨來說，全國都不好選，但 台南是「艱鉅中的艱鉅」。他作為國民黨的中生代，向來主張國民黨 要有新戰法，全面由中生代應戰，是全國一盤棋的狀況。不過還是要 看黨中央布局，如果要選，就盡力去打，勝算高低要置之度外。

站台？不會讓朋友為難

對於前台南大學校長黃秀霜也有意再挑戰台南市長，高思博說，先 看黨中央協調狀況，因為初選十分耗費人力、物力，以國民黨現在的 狀況，盡可能不要耗費在初選上比較好。

高思博也說，民進黨黨內的競爭比較厲害，國民黨大家都還OK，應 該不會出現太強烈的情況。

至於屆時參選會不會邀蘇煥智站台？高思博說，選舉是一件很有政 黨立場的事情，朋友一場不能讓對方為難。選舉的事情現在還沒有一 定，但對於這麼有政黨立場的事，還是會顧及自己的政黨立場，不會 做這麼有政治意涵、讓人為難的事情。

制衡柯P 蘇還在評估中

至於曾表態有意角逐台北市長寶座的蘇煥智，在被問及參選規畫時 ，僅低調表示「目前還在評估」，聽取各方意見中。

蘇煥智表示，每次的選舉，都是一個改變台灣的重要機會，所以在 選舉當中，應該要把現階段台灣的困境有機會做更完整的表達。

對於外界評估只要蘇煥智出馬，就會瓜分台北市長柯文哲選票，導 致「蘇柯相爭，藍營得利」，蘇煥智說，他還沒想到這個問題，現階 段考慮的是2018是台灣階段性檢討議題的時刻，也是階段性推動議題 解決、推動台灣往前邁進的機會。

 "
715,Apple,國民黨議員力爭 補助政策一次到位 私幼學費補助 應納2歲幼兒,2018,1,6,"【劉于翔／台北報導】

北市公立幼兒園名額少，中籤有如中樂透，屢屢引起家長抱怨，全 市私立幼兒園有1萬6千個缺額，卻無人問津。市議會國民黨團5日召 開記者會，抨擊市長柯文哲責成教育局研究補助私幼，但政策反覆無 常，為減輕家長育兒負擔，國民黨議員同聲要求教育局將2歲幼兒一 併納入規畫，讓私幼學費補助一次到位。

公私幼兒園比未達標

市議員王欣儀指出，為搶攻年輕父母選票，柯文哲競選時提出要廣 設公私合營幼兒園，要解決3至5歲兒童托育問題，讓公、私立幼兒園 比例達到7比3，但上任迄今只做到4比6，眼看政見要跳票，柯立即提 出補助北市幼兒就讀私立幼兒園，藉以轉移外界目標。

王欣議說，市府原本規畫每學期補助4歲幼兒5至7千元，在總質詢 期間，應多數議員要求加碼到每學期補助3、4歲幼兒，每位金額為1 萬3660元，但教育局最後送到議會審議預算的版本僅編列4歲幼兒補 助經費，且為配合市長開出的口頭支票，教育局打算動支地方教育發 展基金以補不足部分，但議會教育委員會決議教育局不應該動用基金 支應，必須依預算程序編列追加預算。

在記者會上，多位藍營議員齊聲表示，時下年輕人不敢生、生了又 怕養不起，少子化趨勢明顯，市府本應擬定完善政策，減輕家長經濟 負擔，並提供優質平價的公立幼兒園，既然柯市長政見跳票，打算用 補助政策化解民怨，就應該讓補助政策一次到位！

促市府提追加預算案

國民黨團建議教育局將2歲幼兒一併納入補助對象，重新全面規畫 私幼補助政策，因為直接動用基金不符合重大政策向議會報告的民主 監督機制，柯市長應提出追加預算案，才能向議會及市民完整說明這 項重大政策。

 "
424,Apple,銜蔡英文之命 吳釗燮凱道關切 遭黃國昌轟回府內,2018,1,7,"【翁聖勳、張孝義、陳彥宇、曾薏蘋／綜合報導】

時代力量立委為反對《勞基法》修法展開靜坐行動，總統府祕書長 吳釗燮昨也銜蔡總統之命，前往府前探視時代力量立委黃國昌、徐永 明等人。吳釗燮說，員警徹夜值勤，盼委員們別為難；且朝野都重視 勞權，呼籲時力回到議場協商。

行政院發言人徐國勇昨日再度表示，在民調及各方意見上，有近6 成民眾支持《勞基法》修改；而且，從監察院糾正報告中可看出，之 前修法考慮比較沒有那麼周全，需要再修改，因此，他向抗爭人士喊 話「保重身體比較重要，今天天氣比較寒冷」。

面對吳釗燮前往探視，黃國昌說，府前維安過嚴、禁制區範圍廣大 ，不僅車輛禁入，連行人都無法進出。他強調，蔡總統在2008年時， 以民進黨主席身分探視野草莓學運，承諾廢除《集遊法》、廢除禁制 區，要求吳釗燮給個說明。

吳釗燮強調，總統府周邊是遊行禁制區，希望委員們看在這麼多警 察弟兄徹夜執勤，並展現最大善意與彈性上，尊重他們的專業執勤， 讓員警們不用受到為難。

引發爭議的是，徐永明、黃國昌等人，因抗議《勞基法》修法而拆 掉台北市市定古蹟立法院的門窗、打破玻璃，台北市議員鍾小平，昨 日到台北地檢署怒告黃國昌等5人涉嫌違反《文化資產保存法》，並 斥台北市長柯文哲為什麼不管，「是白色包庇白色？」。

鍾小平另以立法院長蘇嘉全、祕書長林志嘉阻止台北市文化局官員 會勘，也告發2人涉嫌妨害公務。

另方面，吳釗燮昨探視時力前，先是赴立院慰問為搶得8日院會優 先遞案權、而在議場外夜宿、輪班排隊的綠委。吳釗燮表示，蔡總統 知道大家很辛苦，「特別請我來慰問。」由於氣溫偏低，又不時飄著 細雨，吳也詢問綠委是否需要任何協助，在與綠委逐一握手後才離去 。

 "
