"","V1","V2","V3","Yao_JanFeblink$."
"t_time10","2018-01-27 23:50","聯合報社論／國民黨的「長輩」該放手了"," 國民黨檯面上的菁英，或是世家子弟，或是派系傳人，鮮見赤手空拳打天下的「台青」， 圖／聯合報系資料照片分享  facebook    蔣萬安宣布不參選台北市長後，國民黨內有人錯愕、有人震驚，甚至有黨務主管「難過得食不下咽」。國民黨的成敗其實不在蔣萬安參選與否，關鍵在黨內要能一改因循作風，正視自己的亡黨危機，並以開闊瞻矚面對社會急速變換的現實。否則，若繼續抱持著茍且喪志的心態，想要重返執政，只怕難有所成。 國民黨當然不是沒有人才。但放眼望去，檯面上所謂的藍營菁英，或是世家子弟，或是派系傳人，鮮見如吳敦義當年般赤手空拳打天下的「台青」，更缺乏如鄭文燦、林佳龍般屢敗屢戰仍堅守基層的地方耕耘者。也因此，每到縣市長選舉，若非天降「部長級Ａ咖」，就是請求地方派系挑擔，卻不肯讓黨內草根青年有出頭機會。丁守中從當年以青壯立委五度意圖角逐台北市，讓國民黨磨耗廿年，如今才問「廉頗老矣，尚能戰否」，真是情何以堪？ 問題不在年紀，而在心態。國民黨對選情的評估與謀略，仍停留在傳統選戰的動員評估，完全不見面對新世代選局的想像與部署。若依傳統政治評估，柯文哲當年根本沒有出線的機會，但他抓住了台北人厭惡藍綠惡鬥的心理，所以能以「白色力量」勝出。若要數政績，柯文哲的表現令人失望，他的人事管理也極為失敗，但他卻能維持人氣不墜；主要原因，在他能保持「政治素人」的語言風格，顛覆傳統政治的遊戲規則。骨子裡，柯文哲是「超保守」的政治性格，現實上他卻能屈能伸，不時迎合新世代所好的網路操作變化。這樣的選務設計，對當前國民黨只怕猶如天書，連抄襲的本事都沒有，遑論挑戰。 蔡政府執政雖然欠佳，民進黨卻早在年前就已發動了選戰的全盤布局。從立法院一系列預算、稅改等法案，全面撒錢搶票，就是要藉行政資源穩住陣腳，幫民進黨候選人找好籌碼。此外，以「轉型正義」急行軍的攻勢全面追殺國民黨，包括水利會、農漁會的組織崩解，黨產會對黨產的聲討，乃至於宣傳戰術上對國民黨的步步進逼，皆不容國民黨有喘息機會。其手段之急、之狠，要說國民黨面臨亡黨之虞並不為過。 面對這樣的全面圍堵，國民黨要打的是遷台以來最艱苦的一仗，卻嗅不出黨內有臥薪嚐膽的氣息。相反的，國民黨只能追憶當年蔣經國的政績，強調八年前馬政府上台時的表現，如怨婦般地叨唸著國民黨敗選的不公平。明明已山窮水盡到穿草鞋的景況，國民黨仍學不會蹲下來和庶民共甘苦，連遊行抗議登台，黨主席和秘書長都還穿著筆挺的白襯衫。這些習慣宮廷禮儀、鎮日說著不著邊際的政治空話、猶如活在上世紀的國民黨「長輩」，憑什麼爭到新世代的選票？ 有些國民黨元老仍無法忘記舊日榮光與大權，不時要用「想從前」的標準來看待今天的政局。有些政治世家二代，都已年近花甲，選舉要進要退都還要請示長輩。這種「不讓我長大」的心態，要怎麼打選戰？國民黨已淪落到這步田地，想戰的卻攔著不給戰，能戰的卻三催四請不出馬，不肯依初選的遊戲規則走。試問，如果重演當年「換柱挺朱」劇碼，其結果是賠柱、賠朱還賠掉國民黨，划得來嗎？ 當民進黨政府已判定國民黨的歷史就是「不正義」時，國民黨還要跟隨對手的步調在對方的論述裡糾纏，這只能說是愚昧。國民黨該做的，是搶回話語權，以專業攻擊對手之弱，以並提出實質的規畫召喚選民的信服。這樣的論述與規畫，絕不是沈溺在過往榮光的長輩們能做的；長輩們要懂得放手，新一代的人才才有施展身手的機會。 國民黨已一窮二白，應該放手讓年輕人出戰了。陳水扁、蔡英文都選輸過，輸不要緊，最怕的是失去拚搏的鬥志。這是國民黨必須趕緊找回來的。 ","https://udn.com/news/story/7338/2953931"
"t_time11","2018-01-26 00:05","藍北市點將趙少康、邱文祥 柯P：不評論"," 藍營基層勸進中廣董事長趙少康，出馬挑戰市長柯文哲。柯文哲（中）表示，我們只能管自己的事情，哪有辦法管別人的事。 記者林俊良／攝影分享  facebook    台北市長選舉傳出，藍營基層希望勸進中廣董事長趙少康挑戰市長柯文哲。柯文哲昨表示，評論自己都很危險了，不要叫他評論別人，我們只能管自己的事情，哪有辦法管別人的事。前立委丁守中說，初選像比武大會，要選出最強的人，歡迎大家參加初選。 國民黨立委蔣萬安宣布不選後，陷入焦慮的藍營基層頻頻「點將」，如今新人選傳出趙少康、北市前副市長邱文祥。  國民黨台北市議員鍾小平說，趙少康被點名參選，顯示黨中央不要丁守中出來選，所以才一直有人放話。 國民黨台北市議員王鴻薇說，她對黨內一直有人亂點鴛鴦譜感到憤怒，改天是不是要點名前總統馬英九？黨內目前瀰漫一股失敗主義，一直放話不可能要選的人，這對已經宣布參選的人來說是一種羞辱。 民進黨籍台北市議員梁文傑說，丁守中的民調其實不差蔣萬安，但藍營不斷有人放話，這也反映丁守中在黨內的人緣很差；可能是過去幾次初選留下的恩怨，如今到處點名，顯然就是不想讓丁守中選了。  至於蔡英文總統日前拋出「台灣價值」，柯文哲和立委段宜康陷入「狗咬人、人咬狗」口水戰。柯文哲昨自爆有人要安排兩人見面，「實在受不了」；段宜康則在臉書表示，從沒找人傳話。 民進黨籍台北市議員李建昌說，總統蔡英文接受專訪拋出台灣價值，是想向柯文哲遞出橄欖枝，不料柯簡直把橄欖枝當掃把，一看到就折斷，造成綠營基層很大的憤怒。 國民黨副主席郝龍斌辦公室主任游淑慧在臉書表示，這兩天看到柯文哲對段宜康暗諷 「被狗咬，難道要咬回去」的神回應，讓她上了一課和徹底頓悟，「原來，這3年我們是被狗咬了」。  ","https://udn.com/news/story/10958/2950580"
"t_time12","2018-01-25 19:24","趙少康選台北市長？丁守中：歡迎一起參加黨內初選"," 對於趙少康被傳聞要參選台北市長，已宣布參選的國民黨前立委丁守中說，初選就像比武大會，選出最強的人，歡迎大家來參加初選，一起來挑戰，不過誰要選，還是應該要看個人意願。 不過，國民黨台北市議員鍾小平說，趙少康被點名參選，顯示黨中央不要丁守中出來選，所以才一直有人放話。但對於趙少康參選一事，鍾小平說，馬英九做滿8年台北市長後，除了郝龍斌參加初選，也有人點名趙少康，但因趙的妻子強力反對因此作罷，鍾小平說，這次就算趙想出來選，老婆也絕不會答應。 鍾小平也說，他仍要參選2018台北市長，下個月將騎自行車挑戰一日雙城(台北、高雄)要證明他比柯文哲還強。 對於趙少康被傳聞要參選台北市長，已宣布參選的國民黨前立委丁守中說，初選就像比武大會，選出最強的人，歡迎大家來參加初選，一起來挑戰。分享  facebook   ","https://udn.com/news/story/10958/2950213"
"t_time13","2018-01-25 17:34","蔣萬安不選首都市長 洪耀福：吳敦義布局的挫敗"," 國民黨立委蔣萬安宣布不選台北市長，民進黨秘書長洪耀福下午表示，這是國民黨主席吳敦義在布局上最大的挫敗。記者劉明岩／攝影分享  facebook   國民黨立委蔣萬安宣布不選台北市長，民進黨秘書長洪耀福下午表示，這是國民黨主席吳敦義在布局上最大的挫敗，原本吳敦義是想用講萬安來佈他和深藍的和解，為二０二０年選總統的佈局，而蔣萬安年紀雖輕，但蠻有智慧，不願做吳敦義的棋子。 洪耀福說，蔣萬安不選，但國民黨看起來也不是要給丁守中選，丁守中持續悲劇下去，人生的悲劇莫過於此，如果他是丁守中，也會覺得很悲劇，想說沒有蔣萬安了，應該要輪到他了。 至於蔣萬安不選，是否代表民進黨可以不用再跟柯文哲合作，自己推出人選？洪耀福說，這沒有必然性，台北市的局還在變化中，不用太早下定論，國民黨沒有蔣萬安，也可能找其他人。 至於國民黨的誰是民進黨認為比較強的人？洪耀福說，看國民黨怎麼出牌。吳敦義也可以自己選，吳敦義如果不自己選，一旦朱立倫想要選，吳敦義就很慘了，朱立倫如果跳下來說要承擔，吳敦義的二０二０就出局了，所以這是很關鍵的。 洪耀福還提及吳敦義的第二個挫敗。國民黨台中市長黨內兩位參選人，立委盧秀燕和江啟臣，盧秀燕的民調高一點，洪耀福說，如果盧秀燕出線，就是吳敦義的挫敗，吳敦義應該比較傾向支持江啟臣，如果盧秀燕出線，等於吳敦義又再挫折一次。","https://udn.com/news/story/10958/2949979"
"t_time14","2018-01-24 23:16","爭論「台灣價值」 柯P、段宜康互酸"," 段宜康。 本報系資料照／記者余承翰攝影分享  facebook   總統蔡英文呼籲台北市長柯文哲確認「台灣價值」，引發「柯綠互咬」。民進黨立委段宜康質疑，柯的價值和民進黨南轅北轍，柯應該會肯定納粹黨和希特勒；柯文哲昨回酸，在馬路上被狗咬一口，「你會去咬那隻狗嗎？」 對於柯文哲酸言酸語，段宜康昨天在臉書貼文，「媒體朋友別找我。這種水準，我就不回應了」。段宜康昨天也把他的臉書大頭貼換成「人狗互咬」漫畫，諷刺意味十足。 蔡英文日前接受電視專訪時表示，柯文哲必須對台灣價值再做一次確認，讓民進黨支持者感覺柯文哲是能一起作戰的人。 柯文哲昨說，民主自由多元開放等就是他現階段的普世價值，總統和市長處理的問題不一樣，總統要去處理國安、外交、統獨兩岸，但台北市長不用，高度不同，每個人想法也不一樣。 至於段宜康質疑，柯文哲的價值和民進黨南轅北徹，以柯的邏輯，應該會肯定第一次世界大戰後復興德國的納粹黨和希特勒。 柯文哲昨酸說，「你在馬路上走，巷子口有一狗衝出來咬你一口，你也衝上去咬那隻狗嗎？」記者追問，是否認為段宜康是狗？柯大笑說，「你哪一台的？」 媒體追問，民進黨的台灣價值跟柯文哲有落差嗎？柯文哲說，「其實也差不多吧，不然哪個地方不一樣？」對台北市長來講，路要平、水溝要通，讓市民生活快樂、口袋有錢，這就是市長要做的事。  相較於柯綠互咬，國民黨前立委丁守中人氣逐漸竄升，臉書粉絲團人數每周成長約3000人，昨天已突破8.2萬人。 雖然臉書粉絲還遠比不上柯文哲，丁守中說，立委蔣萬安不選台北市長後，他的臉書人氣確有增長，希望外界不要以為「一軍不選、二軍上陣」，他會繼續努力。 ","https://udn.com/news/story/10260/2948513"
"t_time15","2018-01-24 18:46","臉書粉絲狂輸柯Ｐ 丁守中：已每周增加3000人","  國民黨立委蔣萬安上周公開表示不參選台北市長後，已宣布參選台北市長的國民黨前立委丁守中人氣竄升，臉書粉絲人數從過去每周成長1000人，目前一周增加3000人，目前累積按讚數為8萬2389人。  台北市長柯文哲的臉書按讚數高達176萬餘人，雖然丁守中狂輸對手，但他強調，他是靠支持者轉貼分享他的貼文，增加粉絲，蔣萬安不選後雖然他的臉書人氣增長，但還是希望外界不要以一軍不選、二軍上陣來形容他，他會繼續努力。  除了臉書人數成長，辦公室也有民眾造訪，丁守中擔任立委期間，多次被公民監督國會聯盟評為優秀立委，政績包括推動強制戴安全帽，有婦人帶著小孩來找丁守中，該婦人因戴安全帽在一次嚴重車禍中撿回一命，特別來感謝他推動這項法案。 丁守中臉書人氣，和宣布參選時相比，有明顯變化。丁守中辦公室表示，過去每個星期按讚的人數大約保持在1000人左右，上周經過蔣萬安宣布不參選，以及丁的台北市長競選辦公室啟用後，士氣大振，本周的按讚人數增加為3000人，增加三倍，讓辦公室的同仁更具信心。 丁守中臉書粉絲人數統計至1月24日下午，已達8萬2389人。丁守中辦公室統計，去年11月18日宣布參選記者會，當天粉絲人數是7萬832人，但在此前一周，11月11日是7萬252人，成長幅度不大，之後大約每周成長1000人，但蔣萬安1月19日宣布不選後，目前每周約成長3000人。丁守中台北市長競選辦公室上周啟用，圖為支持者贈送鳳梨、白蘿蔔象徵旺來、好彩頭。圖／報系資料照分享  facebook   ","https://udn.com/news/story/7323/2947996"
"t_time16","2018-01-24 17:10","羅智強：挺丁守中選市長 但支持黨提名人"," 前總統府副秘書長羅智強。圖／聯合報系資料照片分享  facebook    前總統府副秘書長羅智強今天表示，他雖然挺前國民黨籍立委丁守中角逐台北市長，但若黨內初選結果是其他人出線，他會支持的，因理念的勝利比個人勝利重要。 羅智強訪問洛杉磯，晚間與僑界餐敘，他向僑界說明，決定挺丁守中選台北市長的原因。 他說，不只是丁守中，國民黨任何人選對決現任台北市長柯文哲都是硬仗，但丁守中是最有勝算的。 羅智強表示，若每個人都有這樣的想法，國民黨會淪落至如今的地步嗎？國民黨太多人執著於成功一定要在我，但不在乎成功有沒有他，所以國民黨才會如此分裂，他承諾自己絕對貫徹砲口不對內。 他表示，經過一年的經營，他的臉書粉絲數由一萬增加至91萬，雖然決定暫時放緩投入台北市長選舉，但只要再給他4年、5年甚至8年的時間，他有信心，一定選得上台北市長。","https://udn.com/news/story/10958/2947589"
"t_time17","2018-01-24 15:33","蔣萬安怯戰北市 打亂吳敦義總統布局"," 【文／晏明強】分享  facebook     蔣萬安棄選北市長，不僅打亂了吳敦義對年底選戰的提名規畫，也衝擊吳投入二○二○年總統大選的布局。有黨務人士憂心，若北市最後仍提名丁守中，國民黨年輕化路線受挫，極可能對年底選情造成負面影響。  「沒想到蔣萬安竟然怯戰，國民黨年底想拿回台北市，我看很難了。」十九日上午得知被藍營寄予厚望的藍委蔣萬安宣布將續留立院，不參選北市長，一位黨務要角忍不住搖頭唉嘆。他說：「國民黨已無奇兵人選，也只好讓民調還ＯＫ的丁守中拚拚看啦！」 據透露，黨中央雖聲稱尊重蔣萬安的決定，但其實對他十八日才向黨主席吳敦義報告不選，次日就對外把話講死，不留迴旋餘地的做法，除大為驚愕外，更有悵然若失之感。有熟知內情的藍營人士指出，蔣放棄參選，不僅打亂了吳敦義對年底選戰的提名規畫，也衝擊吳投入二○二○年總統大選的布局。 蔣萬安確定不參選年底的台北市長選舉。 攝影／柯承惠分享  facebook    這位人士透露，原本照吳敦義的盤算，只要能提名蔣萬安、江啟臣，分別參選年底台北市及台中市長選舉，這兩位藍營新生代指標人物，加上新北市由形象、風格迥異傳統國民黨政治人物的侯友宜出征，光憑三人組成的作戰連線，再搭配高雄市的韓國瑜，就足以一新外界耳目，更可凸顯國民黨年輕化轉型已然啟動。 而為了執行吳敦義讓黨新生代出線的策略，黨中央在保持中立的前提下，對提名作業的安排，可說是煞費苦心。由於蔣及江被黨內認定較有爆發力，為讓兩人能在民調競爭中後來居上，台中市要到一月底二月初才進行民調；而北市更打算延到農曆年後才做，就是想等蔣萬安二月初宣布參選，如今確定期待落空，江啟臣也未必能勝出，韓國瑜是否參選則仍在未定之天。  〈完整內容請見新新聞1612期〉","https://udn.com/news/story/6840/2947530"
"t_time18","2018-01-24 00:24","藍征戰北市長 郝龍斌：還有3人將表態"," 國民黨前立委丁守中日前宣布參選台北市長，積極尋求各界支持。 圖／聯合報系資料照片分享  facebook    立委蔣萬安宣布不參選後，國民黨由誰征戰台北市長受到關注。國民黨副主席郝龍斌昨天表示，除了丁守中、鄭麗文表態爭取外，「保守估計，有可能會宣布的還有三位」，其中有一位大約在農曆春節前後「一定會宣布」；至於這三位是否有前任政務官或是否都是國民黨籍？郝龍斌相當低調，不願透露。 國民黨副主席郝龍斌昨天表示，除了丁守中、鄭麗文（見圖）表態爭取參選北市長外，「保守估計，有可能會宣布的還有三位」。 圖／聯合報系資料照片分享  facebook    在台中市長部分，國民黨中央提名協調小組今上午將邀已表態參選立委盧秀燕與江啟臣協調，決定是否舉辦初選或以其他方式決定提名人選。據指出，盧秀燕傾向在農曆年前完成初選，不過，對於民調微幅落後的江啟臣則較為不利，黨中央則強調，是否辦初選及民調時間，尊重兩人決定。 郝龍斌說，民進黨中央執政成績不理想，沒有浮現可以勝選的台北市長人選，因此民進黨不會推人參選台北市長，最後會選擇與台北市長柯文哲合作。他更研判，民進黨最後會有人脫黨參選。至於外傳黨高層勸進回鍋參選台北市長，郝龍斌說，他是提名審查小組召集人，負責輔選與抬轎，「我會選，但是輔選不是參選」。 台中市長擬參選人盧秀燕，日前參拜大甲鎮瀾宮，並沿街與民眾拜票尋求支持。 圖／聯合報系資料照片分享  facebook    台中市潭子市場賣菜正妹日前送大蒜給台中市長擬參選人江啟臣（右二），大喊凍蒜。 圖／聯合報系資料照片分享  facebook    針對黨中央正式啟動台中市長提名協調，江啟臣昨天表示，第一次參與協調，還沒有想法，看協調現場狀況再說。盧秀燕表示，中選會已經確定投票日為十一月廿四日，為讓各候選人陣營有更充裕時間準備，希望黨中央儘快在一月底前完成全民調；民調若贏將邀請江啟臣擔任競選總幹事，如果輸了，她也會全力輔選出線者。 組發會主委李哲華表示，盧秀燕與江啟臣實力相當，黨中央先前希望兩人再努力，分出高下，如今時間也差不多，明天提名協調小組將邀兩人協調，決定是否現在就決定提名方式或再跑一段時間再決定。 ","https://udn.com/news/story/10958/2946483"
"t_time19","2018-01-23 17:13","國民黨北市長戰將難尋 郝龍斌：還有3人可能宣布參選"," 國民黨應戰年底台北市長選舉戰將難覓，黨中央提名小組成員、黨副主席郝龍斌今天表示，除了已表態參選的前立委丁守中與前政院發言人鄭麗文外，黨內保守估計還有三個人評估中，有可能會宣布參選，其中至少有一人確定要參選，農曆年前會宣布。 郝龍斌表示，黨內已有二人表態有意參選台北市長，除非最後都說不選，否則黨不可能在台北市啟動徵召提名黨候選人。至於初選時程，郝龍斌說，農曆新年後，三至五月都不會太晚，「民進黨不會派人，你急什麼」。 至於有意參選者是否都是國民黨員？郝龍斌表示，「這問題很好」。郝也強調，他在年底選舉的角色「不是參選，而是輔選」。 郝龍斌也評估，年底台北市長選舉，國民黨不是沒有勝選機會，勝選契機在於黨內要團結，此外，若黨提名候選人能爭取年輕世代支持與認同，「大概就贏定了」。但郝也坦言，目前已表態人選中，「訴求還沒有打到青年的心」。 郝龍斌說，如果我們能找出青年需求，不是只給青年願景希望，而是給青年看到未來；而就算年底選舉青年大部分仍支持現任無黨籍市長柯文哲，但30歲以上的人還是比較多，不是爭取不到青年就一定輸。 對於立委蔣萬安拒絕參戰，郝龍斌表示，像參選台北市長這樣大型的選舉會有多大壓力，要出來參選的人自己要有強烈意願，選或不選一定有很多考量，不能強迫，否則仗打不下去。","https://udn.com/news/story/10958/2945702"
"t_time20","2018-01-23 15:57","「選上台北市長是我的志業」 丁守中：爬也要爬到"," 宣布參選台北市長的國民黨前立委丁守中，上午接受「POP搶先爆」黃光芹專訪時，展現今天參加黃光芹小姐的廣播節目，節目最後談到對參選台北市長的堅持，丁守中說，他的志業是一定要選上台北市長，為這所城市貢獻所長，重振台北的驕傲，「這是我設定的目標，爬都要爬到。」 丁守中還引了一首鄭板橋的詩來形容心境：「咬定青山不放鬆，立根原在破巖中。千磨萬擊還堅勁，任爾東西南北風。」 主持人問丁守中，過去參選之路一直受年輕人、年輕世代挑戰，很多人說丁守中有受委曲，選民欠他一個公道。但丁守中說，「沒有欠我，反而是我對選民有虧欠」，自己努力不夠，讓柯P當台北市長，台北市持續衰退。丁守中強調，他想改變台北市，但當立委沒有辦法，只有當市長，「是我虧欠大家」。 丁守中也強調，他與柯文哲是同世代，年齡不是問題，也無懼世代交替。宣布參選台北市長的國民黨前立委丁守中。圖／報系資料照分享  facebook   ","https://udn.com/news/story/10958/2945499"
"t_time21","2018-01-23 15:32","丁守中：柯P像迷幻藥 討喜卻未解決問題"," 表態參選台北市長的前立委丁守中今天表示，台北市長柯文哲就如同迷幻藥一般，講話既討喜又好聽，但實際卻未解決市政問題。中央社分享  facebook    表態參選台北市長的前立委丁守中今天表示，台北市長柯文哲就如同迷幻藥一般，講話既討喜又好聽，但實際卻未解決市政問題，北市競爭力下滑要如何創造年輕人就業。 廣播節目「POP搶先爆」主持人黃光芹今天專訪丁守中時，他做上述表示。 不過，台北市政府發言人劉奕霆表示，柯文哲上任以來，推動許多窒礙難行政策，包括市場改建、公共住宅的興建等，且認為政治必須落實在生活中的每一天，應面對問題、解決問題，並對於青年就業提出解決政策，未來仍會持續努力。 黃光芹今天專訪丁守中，開頭就先問如何看國民黨籍立委蔣萬安宣布不參選台北市長一事。 國民黨籍前立委丁守中表示，事前未預料到，也感到很錯愕，蔣萬安有選擇的權利，其實自己已做好君子之爭的準備，但仍坦言有鬆一口氣。 對於各界一直力拱蔣萬安參選。丁守中認為，媒體總是喜歡炒熱選舉議題；國民黨內當然希望選舉能有更多火花，總希望更多人參選；綠營則是「黃鼠狼給雞拜年」，不但說蔣萬安是悲劇人物，又批新北市副市長侯友宜是綠皮藍骨，都是分化策略。 他說，初選就像比武大會，黨內有些人一直點名且唱衰他，這和時代有點脫節，「人家沒有心，部分人卻一直鼓吹」，目前就是準備好自己，應付黨內初選。 對於國民黨中央委員連勝文日前說「選舉不要指望別人要靠自己」，丁守中認為，連勝文講得非常正確，選舉確實要靠自己，否則啦啦隊再強也沒用，他會積極爭取各界的支持，當然也會去爭取前國民黨主席連戰的支持。 丁守中直言，自己設定的對手就是柯文哲，目前藍營裡就屬他民調最接近柯文哲。他在40歲以上的北市選民是領先柯，但29歲以下選民部分則有6成支持柯、4成支持他，不過民調起伏很多，該補強的部分就補強。 他同時發現，年輕人也慢慢瞭解到柯文哲就像迷幻藥一樣，講話很好聽、既討喜又滑稽，但政治是要實實在在、腳踏實地和前瞻規劃，柯文哲談笑間搔頭似乎就解決很多問題，實際上問題仍在，北市城市競爭力評比持續下滑，又如何能創造年輕人就業。 「醜媳婦總是要見公婆」，丁守中說，對付柯文哲的策略其實很簡單，他將以專業來一一檢視柯文哲的政策，這場選戰並不難打，自己對北市的一草一木和國際競爭都了然於胸。 對於民進黨憂心柯文哲母雞帶小雞的選舉效應遞減。丁守中認為，民進黨和柯文哲是權謀結合，但柯文哲就像「家暴母雞」，綠營在很多政策上都已和柯文哲劃清界線，這對綠營問題比較大；國民黨員在選舉時則都是勇猛的「戰鬥雞」，互相支持、發揮火力、一起打拚。","https://udn.com/news/story/10958/2945423"
